User_ID,Tenure_Months,Monthly_Charges_USD,Total_Charges_USD,Support_Tickets,Daily_Active_Hours,Plan_Type,Contract_Type,Churn
USR-20389,15,102.53,1493.98,1,1.1,Pro,Month-to-Month,0
USR-20390,1,74.68,76.54,4,1.8,Pro,Month-to-Month,0
USR-20391,3,105.83,309.91,1,2.1,Basic,Month-to-Month,0
USR-20392,39,121.49,4643.84,1,1.9,Basic,Month-to-Month,1
USR-20393,3,187.01,530.98,2,1.3,Basic,One Year,0
USR-20394,48,55.33,2514.17,2,1.1,Pro,Month-to-Month,0
USR-20395,42,290.01,11719.61,1,8.3,Basic,Two Year,0
USR-20396,26,179.42,4744.67,8,0.5,Enterprise,Month-to-Month,1
USR-20397,34,231.56,7782.9,7,0.9,Pro,Month-to-Month,1
USR-20398,34,113.17,3558.89,2,6.3,Basic,Two Year,0
USR-20399,28,38.97,1121.64,1,1.3,Basic,Month-to-Month,0
USR-20400,26,160.41,4057.23,1,5.7,Pro,Two Year,0
USR-20401,9,79.41,673.24,1,6.8,Pro,One Year,0
USR-20402,33,152.06,5006.16,1,1.1,Pro,One Year,0
USR-20403,31,232.88,7137.82,1,3.7,Pro,One Year,0
USR-20404,31,296.59,8485.3,5,5.3,Pro,One Year,0
USR-20405,37,67.26,2536.93,3,0.5,Pro,One Year,0
USR-20406,35,263.36,9235.44,1,1.9,Pro,One Year,0
USR-20407,11,186.02,2118.78,6,0.2,Pro,Month-to-Month,0
USR-20408,33,256.6,7871.76,13,5.7,Basic,Month-to-Month,1
USR-20409,21,290.75,6181.07,4,1.2,Pro,Two Year,0
USR-20410,20,194.89,3666.25,2,0.9,Pro,Month-to-Month,0
USR-20411,16,292.56,4355.41,4,0.2,Pro,One Year,0
USR-20412,2,298.34,591.82,0,1.6,Basic,Month-to-Month,0
USR-20413,34,73.84,2610.78,1,1.4,Pro,One Year,0
USR-20414,45,213.13,9675.69,2,2.6,Pro,Two Year,0
USR-20415,25,287.53,6847.02,1,0.7,Pro,Two Year,0
USR-20416,4,57.79,230.71,1,4.9,Pro,Two Year,0
USR-20417,6,118.7,672.29,1,0.4,Enterprise,Two Year,0
USR-20418,20,41.47,850.62,1,2.5,Pro,Two Year,0
USR-20419,5,152.64,738.97,2,3.0,Basic,Two Year,0
USR-20420,20,257.45,4938.66,7,0.9,Pro,Month-to-Month,0
USR-20421,42,204.64,8558.45,0,4.1,Basic,Month-to-Month,0
USR-20422,26,135.81,3255.17,0,3.2,Pro,One Year,0
USR-20423,27,82.54,2291.34,1,1.3,Pro,One Year,0
USR-20424,17,120.17,2007.41,4,2.3,Basic,One Year,0
USR-20425,43,281.21,11331.59,0,3.0,Enterprise,Month-to-Month,0
USR-20426,24,97.12,2195.49,6,2.8,Pro,One Year,0
USR-20427,25,205.23,4996.65,0,4.6,Basic,One Year,0
USR-20428,20,41.34,795.86,3,2.0,Basic,Month-to-Month,0
USR-20429,24,240.29,5498.25,0,1.2,Pro,One Year,0
USR-20430,35,69.64,2345.45,3,2.1,Pro,Month-to-Month,0
USR-20431,27,71.1,1811.64,0,2.0,Pro,One Year,0
USR-20432,34,140.08,4716.22,0,2.9,Basic,Two Year,0
USR-20433,12,66.41,738.0,1,3.1,Basic,Month-to-Month,0
USR-20434,1,133.62,129.31,8,1.9,Basic,One Year,1
USR-20435,39,207.46,7593.5,6,3.1,Pro,Month-to-Month,0
USR-20436,48,158.9,7907.15,2,2.2,Pro,Month-to-Month,0
USR-20437,1,111.29,105.69,2,0.4,Pro,Two Year,0
USR-20438,7,118.38,822.34,3,0.9,Basic,Month-to-Month,1
USR-20439,20,43.4,900.52,3,3.2,Basic,One Year,0
USR-20440,43,91.23,3624.95,1,2.5,Basic,Two Year,0
USR-20441,31,65.74,2019.54,2,3.4,Basic,Month-to-Month,0
USR-20442,45,66.56,3082.15,1,0.5,Basic,Month-to-Month,0
USR-20443,32,298.19,9268.92,7,0.7,Pro,One Year,1
USR-20444,37,283.83,10704.12,2,3.4,Basic,Month-to-Month,1
USR-20445,31,207.89,6119.27,7,2.1,Basic,Month-to-Month,0
USR-20446,31,71.28,2235.62,6,3.4,Pro,Month-to-Month,0
USR-20447,20,162.49,3036.81,0,1.2,Basic,One Year,0
USR-20448,26,56.16,1352.43,2,1.1,Basic,Two Year,0
USR-20449,27,53.25,1422.04,3,1.6,Pro,Month-to-Month,1
USR-20450,13,169.21,2074.8,2,1.0,Pro,Two Year,0
USR-20451,29,107.38,3092.45,4,2.4,Pro,Month-to-Month,0
USR-20452,15,115.1,1601.99,9,0.1,Basic,Month-to-Month,1
USR-20453,5,242.33,1206.3,9,3.8,Enterprise,Month-to-Month,1
USR-20454,43,74.93,3172.32,1,1.3,Enterprise,Month-to-Month,0
USR-20455,36,244.58,8638.17,1,2.7,Pro,Month-to-Month,0
USR-20456,29,100.34,2927.89,2,3.6,Pro,Two Year,0
USR-20457,32,251.73,7413.53,1,2.9,Pro,One Year,0
USR-20458,20,61.64,1175.05,0,4.7,Pro,Month-to-Month,0
USR-20459,35,36.51,1207.67,1,4.8,Pro,Month-to-Month,0
USR-20460,35,179.75,6304.71,1,3.5,Basic,Month-to-Month,0
USR-20461,45,121.24,5654.93,1,3.8,Basic,Month-to-Month,0
USR-20462,47,142.72,6332.27,7,3.1,Basic,Month-to-Month,0
USR-20463,4,235.75,962.66,2,2.4,Pro,Two Year,1
USR-20464,11,41.07,452.47,0,6.2,Pro,Two Year,0
USR-20465,6,54.8,329.36,6,5.6,Basic,Month-to-Month,0
USR-20466,36,42.69,1443.96,1,1.0,Pro,Month-to-Month,0
USR-20467,30,245.64,7374.12,0,0.2,Enterprise,One Year,0
USR-20468,18,128.1,2198.4,2,3.9,Enterprise,One Year,0
USR-20469,9,277.99,2570.58,0,4.5,Pro,One Year,0
USR-20470,47,95.84,4291.31,5,2.3,Basic,Two Year,0
USR-20471,21,219.83,4566.32,6,1.7,Basic,Month-to-Month,0
USR-20472,20,34.43,664.41,4,0.4,Basic,Month-to-Month,0
USR-20473,16,147.16,2168.56,0,4.3,Basic,One Year,0
USR-20474,1,198.43,196.55,0,0.8,Pro,Month-to-Month,1
USR-20475,24,66.51,1585.06,1,3.8,Basic,Month-to-Month,0
USR-20476,39,128.99,5145.79,2,5.9,Basic,One Year,0
USR-20477,3,65.91,204.86,1,5.6,Basic,Month-to-Month,0
USR-20478,41,189.43,7273.04,1,4.5,Basic,Month-to-Month,0
USR-20479,33,54.44,1772.97,2,0.8,Basic,One Year,0
USR-20480,19,269.3,5226.36,4,1.9,Enterprise,Month-to-Month,0
USR-20481,10,63.29,629.09,0,3.9,Basic,One Year,0
USR-20482,27,256.89,6638.83,1,2.1,Enterprise,Month-to-Month,0
USR-20483,26,34.32,842.0,4,0.5,Basic,Month-to-Month,1
USR-20484,1,48.31,45.78,3,0.5,Pro,Month-to-Month,1
USR-20485,20,50.25,954.18,1,2.1,Pro,Two Year,0
USR-20486,24,87.71,2108.41,1,2.9,Basic,Month-to-Month,0
USR-20487,42,281.74,11791.27,2,2.1,Basic,One Year,0
USR-20488,28,119.12,3422.82,2,1.1,Pro,Month-to-Month,0
USR-20489,30,136.91,4249.34,1,2.2,Enterprise,Two Year,0
USR-20490,31,246.34,7106.9,1,6.7,Basic,Month-to-Month,0
USR-20491,24,146.76,3342.7,1,5.7,Pro,Month-to-Month,0
USR-20492,9,86.78,812.1,1,1.3,Pro,Month-to-Month,0
USR-20493,11,250.17,2840.4,6,2.2,Pro,Month-to-Month,1
USR-20494,31,277.97,8570.83,3,1.2,Basic,Month-to-Month,0
USR-20495,44,79.23,3447.87,1,3.2,Pro,Month-to-Month,0
USR-20496,14,289.6,3970.71,0,3.0,Pro,One Year,0
USR-20497,21,262.73,5293.27,1,1.6,Basic,Two Year,0
USR-20498,37,216.22,7957.58,1,0.1,Pro,Two Year,0
USR-20499,10,79.75,806.28,12,4.2,Basic,Month-to-Month,1
USR-20500,14,283.58,3849.83,3,1.9,Pro,Month-to-Month,0
USR-20501,1,85.97,82.82,1,5.3,Basic,One Year,0
USR-20502,9,200.14,1675.49,4,3.3,Basic,Month-to-Month,0
USR-20503,18,34.99,628.41,1,5.0,Basic,Month-to-Month,0
USR-20504,37,280.01,10578.17,1,0.9,Basic,Month-to-Month,0
USR-20505,43,295.16,12642.57,4,5.3,Pro,Month-to-Month,0
USR-20506,21,190.64,3993.36,1,2.5,Pro,One Year,0
USR-20507,48,185.06,8749.65,1,1.3,Pro,Month-to-Month,0
USR-20508,21,249.73,4833.72,1,3.9,Basic,Month-to-Month,0
USR-20509,19,88.44,1572.51,1,3.0,Basic,Month-to-Month,0
USR-20510,38,220.04,8576.1,4,0.6,Basic,One Year,0
USR-20511,22,91.54,1856.7,3,1.0,Pro,Two Year,0
USR-20512,9,275.59,2524.94,9,3.9,Basic,Month-to-Month,0
USR-20513,41,73.63,2921.39,2,2.4,Pro,One Year,0
USR-20514,9,85.35,755.17,2,2.3,Pro,One Year,1
USR-20515,34,43.35,1479.36,11,1.1,Pro,Month-to-Month,1
USR-20516,48,294.47,14020.56,9,4.6,Basic,Month-to-Month,0
USR-20517,25,82.05,2054.11,1,0.1,Enterprise,Month-to-Month,0
USR-20518,8,43.68,344.25,2,0.8,Basic,Month-to-Month,0
USR-20519,23,273.22,6333.67,3,1.9,Basic,Two Year,0
USR-20520,21,118.49,2515.76,5,1.7,Basic,Month-to-Month,1
USR-20521,1,44.11,43.35,1,5.1,Pro,Month-to-Month,0
USR-20522,23,49.24,1093.92,1,0.7,Basic,Month-to-Month,1
USR-20523,33,188.95,6089.92,1,0.9,Basic,Month-to-Month,0
USR-20524,28,34.58,980.89,5,5.8,Pro,Month-to-Month,0
USR-20525,27,82.37,2281.43,1,1.1,Basic,Month-to-Month,0
USR-20526,47,43.09,2011.81,2,0.3,Enterprise,One Year,0
USR-20527,43,186.15,7924.93,1,0.5,Pro,Two Year,0
USR-20528,37,266.95,9246.9,1,0.7,Pro,Month-to-Month,0
USR-20529,3,155.28,448.36,4,4.6,Enterprise,Two Year,1
USR-20530,21,164.52,3443.52,1,1.6,Pro,Month-to-Month,0
USR-20531,28,30.28,852.98,1,0.9,Enterprise,One Year,0
USR-20532,23,276.05,6298.71,4,1.6,Pro,Month-to-Month,1
USR-20533,20,71.45,1353.67,2,2.1,Basic,Month-to-Month,0
USR-20534,24,288.02,6453.78,1,2.5,Basic,Two Year,0
USR-20535,11,84.39,909.82,4,0.8,Pro,Month-to-Month,0
USR-20536,33,247.6,7788.2,2,0.9,Basic,Two Year,0
USR-20537,48,203.55,9835.95,1,3.2,Basic,One Year,0
USR-20538,34,86.63,3009.97,1,3.9,Basic,Month-to-Month,0
USR-20539,42,276.97,10822.8,0,5.6,Pro,Month-to-Month,0
USR-20540,10,109.61,1027.71,1,1.7,Basic,One Year,0
USR-20541,2,282.05,581.78,1,2.2,Pro,Month-to-Month,0
USR-20542,38,37.27,1328.71,0,2.2,Basic,One Year,0
USR-20543,28,115.41,3078.72,4,2.6,Basic,Two Year,0
USR-20544,30,295.79,8782.4,3,0.5,Basic,Month-to-Month,0
USR-20545,34,50.89,1761.79,5,2.6,Pro,One Year,0
USR-20546,5,125.23,580.93,2,0.5,Basic,Two Year,0
USR-20547,41,135.45,5379.06,2,2.4,Basic,Month-to-Month,1
USR-20548,10,289.05,2896.95,1,0.9,Pro,Month-to-Month,0
USR-20549,43,192.7,8251.66,1,0.6,Pro,Month-to-Month,0
USR-20550,35,171.2,5790.88,3,4.7,Basic,One Year,0
USR-20551,32,31.89,988.04,3,6.5,Enterprise,Month-to-Month,0
USR-20552,15,159.87,2248.43,2,1.8,Basic,Month-to-Month,0
USR-20553,43,281.01,11749.92,1,8.7,Basic,Month-to-Month,0
USR-20554,21,154.26,3219.06,5,5.0,Enterprise,Month-to-Month,0
USR-20555,29,33.57,952.52,1,0.7,Pro,Two Year,0
USR-20556,21,118.89,2486.34,3,4.8,Enterprise,Month-to-Month,0
USR-20557,34,159.17,5370.76,5,1.2,Pro,Month-to-Month,0
USR-20558,33,175.09,5388.31,0,0.5,Enterprise,One Year,0
USR-20559,10,282.77,2933.27,4,2.6,Basic,One Year,0
USR-20560,35,192.46,6798.33,2,2.1,Pro,Month-to-Month,0
USR-20561,10,92.66,960.72,4,3.2,Pro,Month-to-Month,0
USR-20562,37,248.75,8494.77,4,1.2,Pro,Month-to-Month,0
USR-20563,2,47.92,90.68,0,1.6,Basic,One Year,0
USR-20564,23,187.21,4218.79,2,4.0,Basic,Month-to-Month,0
USR-20565,36,238.98,8130.14,0,2.8,Pro,Two Year,0
USR-20566,42,74.18,3173.5,1,1.5,Enterprise,Month-to-Month,0
USR-20567,41,229.48,9262.9,2,2.2,Basic,Month-to-Month,0
USR-20568,17,134.96,2310.97,1,3.3,Basic,Month-to-Month,0
USR-20569,18,229.99,4267.33,2,2.0,Basic,Two Year,0
USR-20570,5,168.67,785.4,2,0.5,Basic,Two Year,0
USR-20571,20,256.19,5124.4,1,1.3,Pro,One Year,0
USR-20572,48,298.97,14221.1,3,0.8,Pro,Two Year,0
USR-20573,2,249.21,483.95,5,1.7,Basic,One Year,0
USR-20574,46,251.17,10791.14,6,2.0,Basic,One Year,0
USR-20575,27,147.58,3703.16,0,1.5,Basic,Month-to-Month,0
USR-20576,3,66.29,203.22,0,3.7,Basic,Month-to-Month,1
USR-20577,14,225.79,3276.86,2,2.3,Basic,Month-to-Month,0
USR-20578,26,62.47,1551.54,2,1.1,Basic,Month-to-Month,0
USR-20579,24,147.25,3381.54,5,1.8,Pro,Month-to-Month,0
USR-20580,25,88.9,2196.08,4,1.7,Basic,One Year,0
USR-20581,38,234.63,8886.72,2,2.1,Basic,Month-to-Month,0
USR-20582,2,88.4,180.87,4,1.6,Pro,Month-to-Month,0
USR-20583,18,240.45,4462.46,1,2.7,Basic,Two Year,0
USR-20584,1,111.18,112.36,8,0.5,Basic,One Year,0
USR-20585,24,215.38,4936.97,4,0.9,Basic,One Year,0
USR-20586,34,155.96,5402.69,1,0.8,Basic,Month-to-Month,0
USR-20587,29,163.79,4618.12,0,1.1,Pro,Month-to-Month,0
USR-20588,47,218.1,10021.6,1,1.5,Basic,Two Year,0
USR-20589,28,159.96,4342.3,2,2.2,Pro,One Year,0
USR-20590,20,64.79,1310.47,5,1.9,Pro,Month-to-Month,0
USR-20591,38,207.26,7476.79,4,0.5,Basic,One Year,1
USR-20592,3,44.24,125.21,1,2.4,Enterprise,One Year,0
USR-20593,45,35.08,1514.15,4,1.0,Basic,One Year,1
USR-20594,27,159.7,4020.29,0,1.6,Basic,Month-to-Month,0
USR-20595,28,271.06,7169.95,3,0.8,Basic,Month-to-Month,0
USR-20596,15,264.64,3931.7,1,1.0,Basic,Month-to-Month,0
USR-20597,48,195.76,8697.03,0,4.6,Basic,Month-to-Month,0
USR-20598,15,203.26,2938.02,2,1.1,Pro,Month-to-Month,0
USR-20599,44,106.48,4381.28,1,2.4,Pro,One Year,0
USR-20600,1,76.77,76.01,1,1.1,Basic,One Year,0
USR-20601,16,148.05,2308.3,3,3.2,Basic,One Year,0
USR-20602,41,127.33,5192.44,4,1.7,Basic,One Year,0
USR-20603,26,130.14,3247.96,5,1.3,Basic,Month-to-Month,0
USR-20604,41,167.93,6846.23,1,1.5,Pro,Month-to-Month,0
USR-20605,38,218.44,7795.29,5,4.9,Enterprise,Month-to-Month,0
USR-20606,43,92.99,3778.67,2,3.8,Basic,One Year,0
USR-20607,36,269.81,9807.89,0,1.1,Pro,Month-to-Month,0
USR-20608,10,110.4,1060.56,0,3.4,Pro,Month-to-Month,0
USR-20609,41,177.69,6898.82,1,2.7,Basic,One Year,0
USR-20610,7,136.18,938.59,1,2.2,Pro,One Year,0
USR-20611,43,50.82,2035.66,5,3.6,Basic,Two Year,0
USR-20612,13,217.54,2631.77,1,2.4,Basic,Month-to-Month,0
USR-20613,1,284.6,271.19,2,5.6,Enterprise,Month-to-Month,0
USR-20614,25,227.61,5626.87,0,1.9,Pro,One Year,0
USR-20615,12,117.28,1341.72,0,2.9,Basic,One Year,0
USR-20616,26,85.37,2259.38,2,2.2,Pro,One Year,0
USR-20617,20,33.05,639.48,2,2.4,Enterprise,Month-to-Month,0
USR-20618,45,275.97,12496.05,2,0.6,Enterprise,Month-to-Month,0
USR-20619,36,90.52,3126.53,2,0.3,Basic,Month-to-Month,0
USR-20620,2,60.66,122.91,1,3.0,Basic,One Year,0
USR-20621,15,103.48,1478.67,2,3.6,Pro,Month-to-Month,0
USR-20622,35,244.52,8162.59,4,2.7,Basic,Month-to-Month,1
USR-20623,28,163.27,4324.61,0,1.3,Basic,Month-to-Month,0
USR-20624,42,221.79,9310.99,0,0.3,Pro,Two Year,0
USR-20625,3,70.63,209.22,5,6.6,Basic,Month-to-Month,1
USR-20626,5,266.56,1322.49,1,0.9,Pro,Month-to-Month,0
USR-20627,22,111.63,2336.35,0,0.5,Basic,Month-to-Month,0
USR-20628,43,55.96,2455.56,7,0.7,Basic,Month-to-Month,0
USR-20629,7,260.9,1873.88,4,0.7,Pro,Month-to-Month,0
USR-20630,2,299.01,571.96,2,3.5,Basic,One Year,0
USR-20631,41,110.74,4251.6,2,3.9,Pro,Two Year,0
USR-20632,33,129.49,4126.46,5,1.0,Pro,Two Year,1
USR-20633,41,164.81,6715.04,0,2.9,Basic,Month-to-Month,0
USR-20634,4,50.55,191.79,6,1.1,Pro,Month-to-Month,0
USR-20635,25,47.93,1181.17,4,1.6,Basic,One Year,0
USR-20636,5,30.53,152.03,1,4.0,Pro,One Year,0
USR-20637,23,144.99,3309.9,2,0.7,Pro,Month-to-Month,0
USR-20638,43,277.58,11279.28,1,2.4,Enterprise,Month-to-Month,0
USR-20639,6,153.02,887.61,0,3.5,Basic,Month-to-Month,1
USR-20640,2,209.09,388.89,5,3.5,Pro,Month-to-Month,0
USR-20641,33,205.03,7004.98,5,1.3,Pro,One Year,1
USR-20642,1,30.92,30.81,4,1.9,Pro,Two Year,0
USR-20643,7,161.17,1110.54,0,1.9,Pro,Month-to-Month,0
USR-20644,43,73.55,2996.69,2,1.0,Basic,Month-to-Month,0
USR-20645,10,172.01,1656.37,2,3.0,Basic,Month-to-Month,0
USR-20646,18,152.13,2782.99,1,0.7,Pro,One Year,0
USR-20647,21,82.43,1793.45,7,3.4,Enterprise,Month-to-Month,0
USR-20648,19,61.76,1178.16,3,0.4,Pro,Month-to-Month,0
USR-20649,2,259.89,479.68,1,3.2,Pro,Month-to-Month,0
USR-20650,40,119.88,4848.36,4,2.5,Enterprise,Month-to-Month,0
USR-20651,27,245.95,6338.77,5,0.6,Pro,One Year,1
USR-20652,15,234.11,3440.46,6,3.4,Pro,Month-to-Month,0
USR-20653,8,210.25,1567.09,4,3.2,Basic,Two Year,0
USR-20654,47,138.66,6445.89,1,1.6,Basic,Month-to-Month,0
USR-20655,37,112.63,4218.06,2,1.4,Pro,One Year,0
USR-20656,28,182.93,4742.3,1,5.4,Basic,One Year,0
USR-20657,27,154.11,3944.7,4,1.8,Basic,Month-to-Month,0
USR-20658,6,280.13,1630.68,2,1.5,Basic,Month-to-Month,0
USR-20659,33,105.69,3409.19,1,3.1,Pro,Month-to-Month,0
USR-20660,32,262.1,7897.74,4,5.6,Pro,Month-to-Month,0
USR-20661,17,77.0,1251.64,0,4.0,Pro,Month-to-Month,0
USR-20662,26,192.09,4791.15,1,2.2,Pro,Month-to-Month,0
USR-20663,32,182.03,5623.76,0,0.9,Basic,One Year,0
USR-20664,10,197.55,1897.57,2,1.7,Pro,Month-to-Month,0
USR-20665,9,171.84,1464.84,1,2.1,Enterprise,One Year,0
USR-20666,11,56.78,596.76,0,0.8,Basic,Month-to-Month,0
USR-20667,12,274.39,3171.19,1,1.0,Pro,Month-to-Month,0
USR-20668,1,136.97,142.22,4,4.5,Basic,Month-to-Month,1
USR-20669,3,111.55,339.21,4,2.0,Basic,Month-to-Month,0
USR-20670,14,130.88,1735.36,2,4.0,Basic,Month-to-Month,0
USR-20671,22,131.66,2914.34,1,2.4,Basic,Two Year,0
USR-20672,47,151.35,7395.85,4,5.2,Pro,Month-to-Month,0
USR-20673,6,289.83,1735.69,2,0.6,Basic,One Year,0
USR-20674,29,33.46,978.89,2,3.7,Basic,Month-to-Month,0
USR-20675,32,145.53,4519.52,1,0.5,Basic,Two Year,0
USR-20676,9,37.15,330.69,2,5.8,Basic,Month-to-Month,0
USR-20677,47,198.73,8767.8,1,3.7,Pro,One Year,0
USR-20678,25,199.87,4883.52,1,1.6,Basic,Month-to-Month,0
USR-20679,38,71.92,2799.32,1,3.3,Pro,Month-to-Month,0
USR-20680,32,52.61,1606.63,0,0.3,Basic,Month-to-Month,0
USR-20681,37,233.12,8519.79,3,7.3,Basic,Month-to-Month,0
USR-20682,39,207.84,7945.79,1,3.1,Basic,Two Year,0
USR-20683,7,162.53,1122.29,4,2.4,Basic,Two Year,0
USR-20684,34,67.64,2141.79,4,1.8,Pro,Month-to-Month,0
USR-20685,29,263.76,7841.94,5,1.8,Basic,Two Year,0
USR-20686,23,89.55,2094.53,1,1.9,Basic,Month-to-Month,0
USR-20687,34,149.14,4843.69,1,0.9,Pro,One Year,0
USR-20688,2,112.83,224.54,1,1.8,Enterprise,Month-to-Month,0
USR-20689,27,236.79,6457.8,5,4.0,Enterprise,One Year,0
USR-20690,40,149.02,6040.17,1,7.5,Basic,Month-to-Month,0
USR-20691,43,130.23,5154.84,0,1.1,Basic,Two Year,0
USR-20692,45,210.39,9504.32,1,1.7,Pro,Two Year,0
USR-20693,8,263.28,2011.37,3,2.2,Pro,Month-to-Month,1
USR-20694,29,179.98,5328.53,7,1.1,Enterprise,One Year,0
USR-20695,45,219.84,9477.29,3,1.9,Pro,Month-to-Month,0
USR-20696,41,89.31,3430.56,5,1.1,Enterprise,Two Year,0
USR-20697,2,251.85,514.24,6,4.1,Pro,Month-to-Month,1
USR-20698,17,238.76,4157.8,1,6.5,Basic,Two Year,0
USR-20699,45,175.86,7665.66,3,3.3,Basic,Two Year,0
USR-20700,17,193.77,3143.63,1,2.8,Basic,Month-to-Month,0
USR-20701,8,264.1,1980.68,2,2.8,Basic,One Year,0
USR-20702,1,50.9,52.32,1,0.7,Enterprise,One Year,0
USR-20703,42,46.19,1989.13,1,2.5,Pro,One Year,0
USR-20704,17,202.27,3188.78,0,1.2,Basic,Month-to-Month,1
USR-20705,14,255.07,3367.12,3,0.7,Basic,Month-to-Month,0
USR-20706,33,43.47,1326.99,3,0.7,Enterprise,Month-to-Month,0
USR-20707,32,257.0,8010.97,1,0.6,Basic,Two Year,0
USR-20708,43,57.72,2550.7,2,2.8,Basic,Month-to-Month,0
USR-20709,24,169.3,3927.94,10,2.5,Basic,Month-to-Month,0
USR-20710,25,148.4,3671.03,3,1.1,Basic,Month-to-Month,1
USR-20711,21,263.5,5311.83,10,1.1,Basic,Month-to-Month,1
USR-20712,28,118.32,3328.43,2,1.3,Enterprise,Month-to-Month,0
USR-20713,33,74.03,2294.23,1,0.8,Pro,Month-to-Month,0
USR-20714,5,213.95,1053.42,1,2.0,Pro,Month-to-Month,0
USR-20715,13,31.73,418.53,1,0.9,Basic,One Year,0
USR-20716,36,248.99,8485.32,1,3.3,Pro,Month-to-Month,0
USR-20717,34,130.06,4227.38,0,1.2,Basic,Month-to-Month,0
USR-20718,35,277.34,10006.48,0,2.2,Pro,One Year,0
USR-20719,31,244.2,7390.76,6,0.8,Pro,One Year,0
USR-20720,13,30.29,390.74,0,0.4,Enterprise,Month-to-Month,0
USR-20721,19,161.98,3159.53,8,1.7,Pro,One Year,0
USR-20722,31,55.35,1706.04,7,4.0,Basic,Month-to-Month,0
USR-20723,7,131.56,925.68,1,4.9,Basic,Month-to-Month,0
USR-20724,47,213.93,9882.59,1,1.4,Basic,One Year,0
USR-20725,19,285.13,5625.34,1,4.1,Basic,Month-to-Month,0
USR-20726,9,256.19,2281.58,4,1.2,Basic,Month-to-Month,0
USR-20727,31,211.37,6359.57,4,1.6,Pro,Month-to-Month,0
USR-20728,3,231.2,646.12,0,4.0,Basic,Month-to-Month,1
USR-20729,26,124.13,3190.65,1,1.3,Basic,Month-to-Month,0
USR-20730,14,89.57,1197.15,2,1.1,Basic,Month-to-Month,0
USR-20731,26,157.43,3810.57,1,1.2,Pro,Month-to-Month,0
USR-20732,19,213.26,3844.51,0,0.8,Basic,Month-to-Month,0
USR-20733,20,136.06,2612.27,5,3.0,Pro,One Year,0
USR-20734,3,248.92,748.78,3,1.9,Basic,One Year,0
USR-20735,21,53.21,1031.25,4,1.4,Basic,Month-to-Month,0
USR-20736,13,226.99,3026.1,3,1.1,Enterprise,One Year,0
USR-20737,25,191.52,4843.14,6,0.5,Pro,Month-to-Month,0
USR-20738,16,47.8,744.31,0,0.1,Enterprise,Month-to-Month,1
USR-20739,34,203.79,7163.07,1,2.7,Pro,One Year,0
USR-20740,48,92.12,4558.02,3,3.3,Basic,One Year,0
USR-20741,35,277.36,8959.8,4,0.6,Pro,Month-to-Month,1
USR-20742,37,111.83,4034.53,3,1.3,Basic,Month-to-Month,0
USR-20743,5,298.24,1526.36,0,3.1,Basic,Month-to-Month,0
USR-20744,9,55.55,495.02,0,1.5,Pro,Month-to-Month,0
USR-20745,23,204.85,4762.89,0,5.6,Pro,Month-to-Month,0
USR-20746,26,264.82,6437.99,2,2.5,Basic,Month-to-Month,0
USR-20747,41,73.59,3110.48,0,0.9,Basic,Month-to-Month,0
USR-20748,1,183.86,184.33,1,1.9,Enterprise,Month-to-Month,1
USR-20749,42,192.59,8307.49,2,3.1,Pro,Month-to-Month,0
USR-20750,35,58.66,1968.54,2,2.3,Basic,One Year,0
USR-20751,19,36.72,712.07,6,1.8,Basic,Month-to-Month,1
USR-20752,46,284.11,12479.76,4,0.7,Basic,Month-to-Month,0
USR-20753,37,48.88,1842.48,2,1.9,Pro,Month-to-Month,0
USR-20754,20,171.9,3179.21,5,1.7,Pro,Month-to-Month,1
USR-20755,46,202.41,9150.18,1,6.1,Pro,Two Year,0
USR-20756,42,34.49,1357.26,1,0.8,Basic,One Year,0
USR-20757,33,135.67,4455.03,2,1.0,Basic,One Year,0
USR-20758,10,298.77,2806.78,5,1.9,Basic,Month-to-Month,1
USR-20759,3,33.67,104.47,3,1.3,Basic,One Year,1
USR-20760,45,247.32,10841.68,1,5.5,Pro,Month-to-Month,0
USR-20761,18,112.36,2090.28,8,1.8,Pro,Month-to-Month,1
USR-20762,25,176.53,4321.25,1,3.4,Basic,Month-to-Month,0
USR-20763,18,132.81,2322.44,2,2.6,Basic,Two Year,0
USR-20764,48,265.59,12503.57,4,2.8,Pro,Two Year,0
USR-20765,28,200.08,5728.63,4,1.1,Pro,Month-to-Month,0
USR-20766,2,262.37,533.85,2,2.5,Pro,One Year,0
USR-20767,42,140.29,5989.41,2,3.5,Basic,Two Year,0
USR-20768,39,216.43,8643.2,0,0.3,Basic,One Year,0
USR-20769,47,38.6,1707.13,1,2.2,Basic,Month-to-Month,0
USR-20770,39,234.78,9047.07,3,2.1,Basic,Month-to-Month,0
USR-20771,21,102.79,2190.14,1,3.3,Basic,Two Year,0
USR-20772,9,120.46,1126.57,0,0.4,Pro,Month-to-Month,0
USR-20773,2,207.63,429.85,0,1.1,Basic,Two Year,0
USR-20774,44,215.39,9497.49,4,4.5,Pro,Month-to-Month,0
USR-20775,47,225.71,9887.73,0,3.5,Basic,Two Year,0
USR-20776,12,268.92,3285.3,0,2.1,Enterprise,One Year,0
USR-20777,45,43.79,1898.86,1,1.0,Basic,Month-to-Month,0
USR-20778,17,200.61,3314.08,0,3.1,Basic,Month-to-Month,0
USR-20779,31,209.69,6700.47,1,1.7,Basic,Month-to-Month,1
USR-20780,27,66.63,1695.35,5,2.0,Basic,Month-to-Month,0
