Date,Close_Price_USD,Daily_Volume,Market_Sentiment_Score,RSI_14,Daily_Return_Pct
2024-12-11,125.09,1604804,0.46,61.5,0.46
2024-12-12,123.19,4125542,0.56,55.6,-1.52
2024-12-13,123.82,3422483,0.84,54.3,0.51
2024-12-16,125.56,2799985,0.55,24.7,1.41
2024-12-17,127.59,634856,0.77,37.4,1.62
2024-12-18,124.34,4216678,0.95,74.5,-2.55
2024-12-19,126.29,4976614,0.94,37.3,1.57
2024-12-20,124.49,1217857,0.64,72.7,-1.43
2024-12-23,125.07,1303009,0.35,43.4,0.47
2024-12-24,126.29,1665881,0.34,51.5,0.98
2024-12-25,125.56,2961998,0.41,60.3,-0.58
2024-12-26,123.7,620159,0.71,28.1,-1.48
2024-12-27,124.45,1586133,0.13,56.5,0.61
2024-12-30,122.44,1514683,0.58,65.5,-1.62
2024-12-31,119.67,3847201,0.78,46.1,-2.26
2025-01-01,119.94,4879636,0.29,27.6,0.23
2025-01-02,120.78,3965034,0.26,49.0,0.7
2025-01-03,122.95,3674911,0.57,29.4,1.8
2025-01-06,120.46,2977595,0.5,22.7,-2.03
2025-01-07,122.44,4671154,0.59,77.1,1.64
2025-01-08,123.45,1737467,0.88,39.3,0.82
2025-01-09,122.68,3353827,1.0,29.1,-0.62
2025-01-10,123.78,783924,0.28,20.0,0.9
2025-01-13,122.02,3091239,0.93,56.0,-1.42
2025-01-14,123.84,1405973,0.31,41.7,1.49
2025-01-15,125.09,1759958,0.32,20.5,1.01
2025-01-16,122.84,2409765,0.81,39.8,-1.8
2025-01-17,123.06,1498471,0.34,50.9,0.18
2025-01-20,121.55,3263099,0.69,56.8,-1.23
2025-01-21,122.37,1753372,0.34,34.5,0.67
2025-01-22,124.91,1536660,0.78,20.4,2.08
2025-01-23,126.07,2772200,0.57,75.0,0.93
2025-01-24,127.39,1414382,0.39,67.6,1.05
2025-01-27,126.85,1130025,0.88,36.9,-0.42
2025-01-28,131.85,4572480,0.6,50.7,3.94
2025-01-29,131.42,2151167,1.0,60.9,-0.33
2025-01-30,128.33,4540905,0.12,55.5,-2.35
2025-01-31,125.04,3047929,0.4,22.7,-2.56
2025-02-03,128.21,4082641,0.96,75.8,2.54
2025-02-04,128.89,4627918,0.59,57.4,0.53
2025-02-05,125.78,4837287,0.35,24.8,-2.41
2025-02-06,126.15,857645,0.53,68.2,0.29
2025-02-07,125.03,3106611,0.44,29.8,-0.89
2025-02-10,119.25,4856357,0.93,66.3,-4.62
2025-02-11,119.38,2320700,0.23,60.8,0.11
2025-02-12,117.88,2867607,0.72,66.6,-1.26
2025-02-13,120.91,3998146,0.14,32.8,2.57
2025-02-14,120.21,4972692,0.22,28.6,-0.58
2025-02-17,120.23,1750689,0.0,38.9,0.02
2025-02-18,119.9,3200542,0.65,32.2,-0.27
2025-02-19,123.44,4915651,0.86,60.8,2.95
2025-02-20,123.63,3277625,0.18,22.8,0.15
2025-02-21,123.7,2432746,0.73,53.2,0.06
2025-02-24,121.16,4457133,0.45,29.5,-2.05
2025-02-25,123.59,4466260,0.48,46.1,2.01
2025-02-26,126.7,4965062,0.3,27.7,2.52
2025-02-27,124.23,3192348,0.42,62.4,-1.95
2025-02-28,125.44,1585334,0.26,23.3,0.97
2025-03-03,123.99,2304793,0.53,63.0,-1.16
2025-03-04,122.44,2090330,0.65,26.2,-1.25
2025-03-05,123.09,3822999,0.11,27.7,0.53
2025-03-06,122.83,2979121,0.44,62.7,-0.21
2025-03-07,124.49,2708955,0.43,33.2,1.35
2025-03-10,123.8,3752177,0.4,24.9,-0.55
2025-03-11,125.72,3704039,0.39,75.9,1.55
2025-03-12,124.28,2775166,0.72,75.9,-1.15
2025-03-13,125.03,4516674,0.83,25.8,0.6
2025-03-14,128.29,2402382,0.84,33.6,2.61
2025-03-17,128.44,4282621,0.7,29.9,0.12
2025-03-18,125.63,738994,0.64,25.5,-2.19
2025-03-19,125.69,3037927,0.09,33.6,0.05
2025-03-20,124.78,3555941,0.82,64.3,-0.72
2025-03-21,122.83,3967479,0.44,57.6,-1.56
2025-03-24,122.62,1274438,0.2,70.3,-0.17
2025-03-25,120.48,1597513,0.54,26.9,-1.75
2025-03-26,119.42,2640160,0.44,33.0,-0.88
2025-03-27,115.12,4819873,0.72,27.7,-3.6
2025-03-28,117.45,877791,0.31,77.2,2.02
2025-03-31,117.77,1904077,0.62,31.2,0.27
2025-04-01,119.12,843574,0.34,75.8,1.15
2025-04-02,117.54,2234256,0.58,61.1,-1.33
2025-04-03,121.06,4907042,0.45,33.1,2.99
2025-04-04,119.2,4357347,0.67,48.3,-1.54
2025-04-07,120.3,4350728,0.35,21.1,0.92
2025-04-08,118.55,3463294,0.65,44.1,-1.45
2025-04-09,124.32,3667749,0.52,77.7,4.87
2025-04-10,127.23,1797341,0.88,27.2,2.34
2025-04-11,131.3,1565848,0.41,27.3,3.2
2025-04-14,132.15,4723205,0.35,44.9,0.65
2025-04-15,133.6,2694368,0.46,65.8,1.1
2025-04-16,134.92,2307692,0.64,55.9,0.99
2025-04-17,135.1,3011250,0.54,63.3,0.13
2025-04-18,133.12,4114556,0.76,54.2,-1.47
2025-04-21,132.84,3874706,0.44,44.1,-0.21
2025-04-22,133.51,2791466,0.49,52.6,0.5
2025-04-23,134.65,2197724,0.49,35.1,0.85
2025-04-24,136.14,3352560,0.41,51.3,1.11
2025-04-25,135.74,1268164,0.17,26.7,-0.29
2025-04-28,133.74,4132242,0.47,41.1,-1.47
2025-04-29,134.87,1492806,0.66,21.7,0.84
2025-04-30,133.58,1241118,0.62,48.4,-0.96
2025-05-01,133.1,2391838,0.29,67.4,-0.36
2025-05-02,133.08,1295638,1.0,25.0,-0.02
2025-05-05,131.32,3432764,0.62,75.5,-1.32
2025-05-06,131.06,3622847,0.04,54.4,-0.2
2025-05-07,131.08,2569838,0.6,50.0,0.02
2025-05-08,131.3,2249643,0.0,65.8,0.17
2025-05-09,127.06,3804080,0.79,40.2,-3.23
2025-05-12,124.5,4368960,0.51,45.7,-2.01
2025-05-13,122.0,2258249,0.51,41.7,-2.01
2025-05-14,121.27,3088711,0.47,25.4,-0.6
2025-05-15,121.2,3402844,0.84,33.2,-0.06
2025-05-16,122.35,2997960,0.21,30.7,0.95
2025-05-19,123.4,2110517,0.02,32.0,0.86
2025-05-20,120.87,4610489,0.27,71.0,-2.05
2025-05-21,124.25,778148,0.83,25.6,2.8
2025-05-22,127.01,3304414,0.67,38.5,2.22
2025-05-23,129.01,2038711,0.46,65.0,1.57
2025-05-26,127.58,1811004,0.6,65.5,-1.11
2025-05-27,127.42,607091,0.83,25.2,-0.13
2025-05-28,129.33,3803266,0.27,25.8,1.5
2025-05-29,133.14,2597900,0.32,69.5,2.95
2025-05-30,133.07,1251304,0.45,40.6,-0.05
2025-06-02,134.56,724489,0.4,42.9,1.12
2025-06-03,132.25,4373774,0.29,60.0,-1.72
2025-06-04,131.18,806763,0.6,55.0,-0.81
2025-06-05,130.68,2020229,0.55,65.7,-0.38
2025-06-06,128.35,2376707,0.57,60.5,-1.78
2025-06-09,131.02,3746004,0.6,54.1,2.08
2025-06-10,129.81,2739400,0.56,74.7,-0.92
2025-06-11,127.98,3553755,0.31,41.7,-1.41
2025-06-12,126.73,1816640,0.18,66.1,-0.98
2025-06-13,126.52,1469987,0.5,60.9,-0.17
2025-06-16,125.46,4413661,0.82,60.6,-0.84
2025-06-17,126.66,3970440,0.94,20.3,0.96
2025-06-18,129.09,3354909,0.44,44.4,1.92
2025-06-19,126.45,4024062,0.4,65.3,-2.05
2025-06-20,130.3,3377480,0.59,60.4,3.04
2025-06-23,124.96,4702310,0.6,42.7,-4.1
2025-06-24,129.49,2960739,0.4,69.8,3.63
2025-06-25,134.57,3945386,0.32,36.4,3.92
2025-06-26,135.22,3710142,0.45,32.0,0.48
2025-06-27,130.72,4059261,0.53,73.1,-3.33
2025-06-30,130.99,3802662,0.27,68.5,0.21
2025-07-01,132.21,4847333,0.11,46.7,0.93
2025-07-02,132.15,2675023,0.25,69.2,-0.05
2025-07-03,128.01,1156884,0.0,40.9,-3.13
2025-07-04,130.39,2501634,0.12,36.5,1.86
2025-07-07,128.79,3181974,0.57,58.9,-1.23
2025-07-08,128.6,697282,0.37,66.5,-0.15
2025-07-09,128.81,546641,0.79,53.5,0.16
2025-07-10,128.25,4897461,0.97,56.7,-0.43
2025-07-11,127.66,2670118,0.66,40.0,-0.46
2025-07-14,130.19,3430959,0.55,36.8,1.98
2025-07-15,130.66,4543639,0.45,51.5,0.36
2025-07-16,128.7,2166998,0.72,63.8,-1.5
2025-07-17,127.14,2081159,0.68,31.2,-1.21
2025-07-18,125.86,3685782,0.38,38.2,-1.01
2025-07-21,125.88,2821096,0.43,68.7,0.02
2025-07-22,127.53,2253486,0.53,23.3,1.31
2025-07-23,128.2,3450677,0.31,20.1,0.53
2025-07-24,129.45,2660635,0.38,70.3,0.98
2025-07-25,129.23,1684071,0.57,44.5,-0.17
2025-07-28,124.71,4291278,0.45,57.9,-3.5
2025-07-29,123.41,2944032,0.57,75.5,-1.04
2025-07-30,120.37,2735378,0.57,61.5,-2.46
2025-07-31,125.93,3805914,0.49,71.8,4.62
2025-08-01,125.95,1644965,0.31,74.2,0.02
2025-08-04,127.33,4480705,0.91,35.9,1.1
2025-08-05,126.73,950348,0.62,62.5,-0.47
2025-08-06,126.89,1085657,0.3,23.2,0.13
2025-08-07,128.18,4603984,0.58,46.2,1.02
2025-08-08,125.44,3250607,0.53,26.9,-2.14
2025-08-11,124.68,4371207,0.79,48.5,-0.61
2025-08-12,123.74,2146786,0.37,79.8,-0.75
2025-08-13,124.11,1231445,0.46,35.8,0.3
2025-08-14,124.6,3613891,0.71,36.2,0.39
2025-08-15,127.29,2264740,0.4,71.3,2.16
2025-08-18,131.55,3385163,0.57,60.1,3.35
2025-08-19,132.04,3938443,0.12,21.9,0.37
2025-08-20,132.14,3884699,0.44,71.6,0.08
2025-08-21,129.74,4446381,0.55,23.6,-1.82
2025-08-22,133.75,1504536,0.75,76.5,3.09
2025-08-25,132.38,3848118,0.39,75.3,-1.02
2025-08-26,134.48,1568507,0.25,31.3,1.59
2025-08-27,132.33,4869770,0.56,77.9,-1.6
2025-08-28,133.47,2237292,0.47,74.6,0.86
2025-08-29,133.56,4698906,0.76,46.8,0.07
2025-09-01,131.77,598211,0.83,49.4,-1.34
2025-09-02,132.5,3892877,0.53,70.7,0.55
2025-09-03,129.35,4084584,0.89,36.0,-2.38
2025-09-04,123.51,4926754,0.52,32.3,-4.51
2025-09-05,120.5,4202458,0.42,51.9,-2.44
2025-09-08,119.88,589171,1.0,33.7,-0.51
2025-09-09,116.32,4379229,0.45,32.8,-2.97
2025-09-10,118.08,2888641,0.4,61.4,1.51
2025-09-11,119.91,2700500,0.51,57.2,1.55
2025-09-12,117.43,582970,0.54,31.3,-2.07
2025-09-15,119.3,4745055,0.26,34.7,1.59
2025-09-16,118.26,2650242,0.29,34.7,-0.87
2025-09-17,120.47,4855846,0.42,39.5,1.87
2025-09-18,117.67,2690202,0.17,79.6,-2.32
2025-09-19,119.8,3146192,0.3,79.8,1.81
2025-09-22,119.46,2061877,0.47,78.3,-0.28
2025-09-23,122.51,3618402,0.57,46.1,2.55
2025-09-24,124.9,1796166,0.11,45.4,1.95
2025-09-25,124.43,3533346,0.44,29.5,-0.38
2025-09-26,126.13,1593275,0.19,56.4,1.37
2025-09-29,123.63,3696876,0.3,31.8,-1.98
2025-09-30,126.72,1885231,0.55,74.6,2.5
2025-10-01,123.13,3458026,1.0,35.9,-2.83
2025-10-02,124.86,4192387,0.5,55.8,1.41
2025-10-03,121.59,2808364,0.25,68.3,-2.62
2025-10-06,123.82,4383180,0.12,32.5,1.83
2025-10-07,124.46,3497103,0.61,32.9,0.52
2025-10-08,119.89,536735,0.3,21.3,-3.67
2025-10-09,120.56,4960223,0.57,28.4,0.56
2025-10-10,127.96,3725499,0.7,76.0,6.14
2025-10-13,131.61,3024605,0.89,51.7,2.85
2025-10-14,134.29,2492410,0.77,74.6,2.04
2025-10-15,140.26,2994115,0.72,51.8,4.45
2025-10-16,139.88,4830243,0.33,41.5,-0.27
2025-10-17,140.07,4250302,0.21,73.1,0.14
2025-10-20,137.53,1761318,0.34,36.3,-1.81
2025-10-21,136.87,3246575,0.15,34.2,-0.48
2025-10-22,138.09,1210059,0.29,52.1,0.89
2025-10-23,133.34,2075329,0.54,65.9,-3.44
2025-10-24,135.18,2802570,0.31,71.1,1.38
2025-10-27,131.12,1325997,0.24,50.3,-3.0
2025-10-28,132.08,4417798,0.72,61.1,0.73
2025-10-29,132.77,1164929,0.07,40.2,0.52
2025-10-30,132.47,949944,0.56,76.2,-0.23
2025-10-31,134.33,3254355,0.68,70.7,1.4
2025-11-03,134.19,3752100,0.79,26.2,-0.1
2025-11-04,134.38,2967686,0.46,50.7,0.14
2025-11-05,133.66,3229151,0.9,64.2,-0.54
2025-11-06,132.43,2641675,0.49,37.3,-0.92
2025-11-07,132.33,3288676,0.43,21.6,-0.08
2025-11-10,134.66,3529225,0.39,40.8,1.76
2025-11-11,132.5,2264376,0.81,42.1,-1.6
2025-11-12,131.16,1020119,0.76,50.5,-1.01
2025-11-13,130.4,4246660,0.14,46.3,-0.58
2025-11-14,129.24,4291868,0.74,57.7,-0.89
2025-11-17,131.01,2009275,0.42,42.2,1.37
2025-11-18,131.94,2318860,0.41,50.9,0.71
2025-11-19,133.18,2583054,0.67,49.0,0.94
2025-11-20,132.59,4639440,0.51,23.7,-0.44
2025-11-21,132.19,3555031,0.72,56.0,-0.3
2025-11-24,131.3,3990119,0.96,47.7,-0.67
2025-11-25,131.01,1385189,0.9,46.2,-0.22
2025-11-26,133.49,3359836,0.78,67.3,1.89
2025-11-27,132.06,1792164,0.26,39.8,-1.07
2025-11-28,130.27,750586,0.38,75.8,-1.36
2025-12-01,130.75,2710460,0.24,57.4,0.37
2025-12-02,131.4,1539557,0.27,66.9,0.5
2025-12-03,137.45,4617288,0.11,28.9,4.6
2025-12-04,135.21,1026416,0.53,76.5,-1.63
2025-12-05,137.72,2194148,0.0,36.6,1.86
2025-12-08,132.2,914609,0.51,23.4,-4.01
2025-12-09,131.8,2518799,0.73,67.4,-0.3
2025-12-10,129.88,3320349,0.78,73.3,-1.46
2025-12-11,128.32,2071499,0.7,77.5,-1.2
2025-12-12,125.79,2300947,0.65,32.2,-1.97
2025-12-15,127.29,4557186,0.0,62.0,1.19
2025-12-16,128.88,4769588,0.3,23.2,1.25
2025-12-17,130.32,565250,0.19,38.1,1.12
2025-12-18,131.41,751400,0.19,50.2,0.84
2025-12-19,131.52,2185464,0.42,24.8,0.08
2025-12-22,136.08,4455641,0.79,53.5,3.47
2025-12-23,136.26,4331845,0.39,55.0,0.13
2025-12-24,136.86,887770,0.81,66.7,0.44
2025-12-25,132.24,1075182,0.07,60.1,-3.38
2025-12-26,129.79,4842390,0.65,79.0,-1.85
2025-12-29,126.67,705049,0.4,78.8,-2.4
2025-12-30,128.9,2151746,0.55,55.8,1.76
2025-12-31,130.84,2216386,0.63,30.4,1.51
2026-01-01,131.93,776642,0.67,56.7,0.83
2026-01-02,133.32,2491157,0.85,62.5,1.05
2026-01-05,135.79,4692410,0.4,55.2,1.85
2026-01-06,135.93,2481423,0.52,52.6,0.1
2026-01-07,134.07,1026669,0.27,53.6,-1.37
2026-01-08,131.93,2876715,0.3,77.2,-1.6
2026-01-09,130.97,3957902,0.54,66.4,-0.73
2026-01-12,129.42,2789830,0.58,72.8,-1.18
2026-01-13,130.77,2451069,0.11,37.9,1.04
2026-01-14,130.36,2063199,0.35,64.6,-0.31
2026-01-15,128.82,2832822,0.62,28.9,-1.18
2026-01-16,129.69,751541,0.3,35.5,0.68
2026-01-19,128.84,1896315,0.37,65.7,-0.66
2026-01-20,126.91,2510060,0.34,46.5,-1.5
2026-01-21,127.42,1279506,0.28,61.0,0.4
2026-01-22,125.14,3036318,0.42,36.4,-1.79
2026-01-23,123.44,4916388,0.41,46.8,-1.36
2026-01-26,127.96,2657917,0.81,43.0,3.66
2026-01-27,123.06,3309843,0.05,35.0,-3.83
2026-01-28,123.86,4167183,0.29,44.2,0.65
2026-01-29,123.09,2841669,0.36,20.6,-0.62
2026-01-30,124.4,593190,0.7,70.8,1.06
2026-02-02,128.28,2750403,0.33,65.9,3.12
2026-02-03,126.41,4856713,0.37,23.8,-1.46
2026-02-04,129.18,2027244,0.28,70.4,2.19
2026-02-05,125.65,2538374,0.3,59.9,-2.73
2026-02-06,122.15,1644226,0.0,36.0,-2.79
2026-02-09,121.1,940003,0.45,33.6,-0.86
2026-02-10,121.82,2763593,0.78,23.2,0.59
2026-02-11,119.29,2209200,0.76,50.9,-2.08
2026-02-12,117.55,4869010,0.51,77.8,-1.46
2026-02-13,116.03,2727136,0.5,67.2,-1.29
2026-02-16,115.12,3230926,0.72,60.5,-0.78
2026-02-17,113.21,3619219,0.58,69.5,-1.66
2026-02-18,111.33,517859,0.56,23.2,-1.66
2026-02-19,110.94,1605322,0.57,75.0,-0.35
2026-02-20,109.52,4059698,0.28,35.7,-1.28
2026-02-23,109.48,2302171,0.84,78.1,-0.04
2026-02-24,110.56,805521,0.42,42.1,0.99
2026-02-25,114.67,3479060,0.9,31.6,3.72
2026-02-26,114.71,854930,0.69,23.7,0.03
2026-02-27,118.2,4779042,1.0,45.9,3.04
2026-03-02,118.26,3592532,0.9,28.2,0.05
2026-03-03,118.32,1277525,0.6,54.3,0.05
2026-03-04,115.29,682050,0.44,68.3,-2.56
2026-03-05,112.92,2474950,0.69,33.4,-2.06
2026-03-06,114.85,916595,0.28,52.6,1.71
2026-03-09,110.63,2057174,0.0,70.0,-3.67
2026-03-10,110.1,4491243,0.21,73.9,-0.48
2026-03-11,104.81,2061680,0.93,71.3,-4.8
2026-03-12,103.5,899469,0.16,66.8,-1.25
2026-03-13,104.42,1303532,0.62,20.1,0.89
2026-03-16,109.75,4739659,0.68,56.9,5.1
2026-03-17,113.11,862536,0.72,22.3,3.06
2026-03-18,114.79,4935433,0.78,36.0,1.49
2026-03-19,111.09,2978599,0.62,54.8,-3.22
2026-03-20,111.34,675570,0.26,40.0,0.23
2026-03-23,111.66,2011546,0.54,41.1,0.29
2026-03-24,111.06,1448451,0.42,68.1,-0.54
2026-03-25,112.05,4726182,1.0,69.3,0.89
2026-03-26,116.83,552337,0.67,57.7,4.27
2026-03-27,112.53,3572582,0.57,27.4,-3.68
2026-03-30,113.37,1784654,0.52,73.8,0.75
2026-03-31,114.4,4323312,0.48,37.3,0.91
2026-04-01,114.91,4357933,0.34,26.6,0.45
2026-04-02,116.51,1800213,0.5,22.6,1.39
2026-04-03,116.64,4220093,0.84,36.9,0.11
2026-04-06,117.11,4065033,0.35,44.7,0.4
2026-04-07,116.67,2359450,0.54,32.1,-0.38
2026-04-08,118.6,3484690,0.63,40.4,1.65
2026-04-09,122.3,2601738,0.56,47.2,3.12
2026-04-10,121.75,4332778,0.62,76.4,-0.45
2026-04-13,124.42,3898917,0.27,57.7,2.19
2026-04-14,123.72,4314254,0.51,63.4,-0.56
2026-04-15,123.99,3488413,0.52,74.2,0.22
2026-04-16,126.9,4162662,0.04,53.0,2.35
2026-04-17,129.9,3177700,0.59,47.7,2.36
2026-04-20,130.76,1991752,0.54,25.0,0.66
2026-04-21,126.37,4305408,0.43,72.2,-3.36
2026-04-22,123.1,2521050,0.23,41.9,-2.59
2026-04-23,123.99,2426328,0.19,65.6,0.72
2026-04-24,124.41,3608611,0.48,36.4,0.34
2026-04-27,123.88,3181601,0.82,78.1,-0.43
2026-04-28,125.55,4468485,0.31,69.1,1.35
2026-04-29,128.01,2079956,0.3,28.7,1.96
2026-04-30,130.29,768999,0.69,28.9,1.78
2026-05-01,131.95,3958328,0.84,65.0,1.27
2026-05-04,132.73,3275938,0.16,64.4,0.59
2026-05-05,131.61,789585,0.44,38.3,-0.84
2026-05-06,133.83,1043525,0.21,39.4,1.69
2026-05-07,132.94,3151327,0.78,25.9,-0.67
2026-05-08,131.79,3782887,0.4,66.5,-0.87
2026-05-11,131.57,3995093,0.32,32.2,-0.17
2026-05-12,131.79,3589562,0.72,62.0,0.17
2026-05-13,133.14,944052,0.86,20.2,1.02
2026-05-14,135.4,1502589,0.01,44.3,1.7
2026-05-15,137.25,4266261,0.49,22.0,1.37
2026-05-18,136.65,4379077,0.41,20.6,-0.44
2026-05-19,138.64,1015795,0.46,26.7,1.46
2026-05-20,140.29,1922850,0.86,53.1,1.19
2026-05-21,138.43,2279806,0.09,75.2,-1.33
2026-05-22,136.28,4448523,0.27,25.6,-1.55
2026-05-25,133.4,3638279,0.12,42.8,-2.11
2026-05-26,135.3,4228315,0.65,42.5,1.42
2026-05-27,134.71,2486042,0.59,78.1,-0.44
2026-05-28,135.05,1080402,0.32,78.9,0.25
2026-05-29,133.6,1204326,0.13,66.5,-1.07
2026-06-01,131.31,2574911,0.3,63.0,-1.71
2026-06-02,134.23,3652379,0.65,37.3,2.22
2026-06-03,131.4,2661744,0.5,63.4,-2.11
2026-06-04,133.6,2983156,0.56,75.7,1.67
2026-06-05,136.8,3302205,0.16,54.3,2.4
2026-06-08,139.03,679971,0.4,59.8,1.63
2026-06-09,143.76,3592638,0.0,20.4,3.4
2026-06-10,143.72,603599,0.66,48.1,-0.03
2026-06-11,145.47,1734844,0.35,59.2,1.22
2026-06-12,145.03,1843143,0.23,44.6,-0.3
2026-06-15,145.56,3713046,0.0,67.3,0.37
2026-06-16,146.04,4158355,0.42,50.8,0.33
2026-06-17,149.0,721371,0.19,79.4,2.03
2026-06-18,152.69,4157477,0.21,70.3,2.48
2026-06-19,151.89,2834869,0.45,70.7,-0.52
2026-06-22,155.49,4420444,0.51,22.9,2.37
2026-06-23,162.0,4690899,0.0,61.4,4.19
2026-06-24,160.31,3391769,0.23,75.7,-1.04
2026-06-25,161.78,4894647,0.15,47.7,0.92
2026-06-26,164.41,917354,0.06,25.1,1.63
2026-06-29,162.93,3735462,0.25,50.4,-0.9
2026-06-30,164.0,3317327,0.42,45.6,0.66
2026-07-01,161.42,3865779,0.16,38.4,-1.57
2026-07-02,164.86,2196850,0.55,58.1,2.13
2026-07-03,167.7,1440099,0.44,79.4,1.72
2026-07-06,168.49,3470415,0.37,71.9,0.47
2026-07-07,169.83,2216747,0.43,42.1,0.8
2026-07-08,170.35,4355099,1.0,67.8,0.31
2026-07-09,169.79,1965557,0.07,41.1,-0.33
2026-07-10,172.64,4060257,0.57,48.0,1.68
2026-07-13,172.17,4903526,0.95,45.0,-0.27
2026-07-14,169.38,1512065,0.54,53.1,-1.62
2026-07-15,169.04,4666097,0.21,35.7,-0.2
2026-07-16,161.21,4686973,0.72,47.1,-4.63
2026-07-17,161.7,3294181,1.0,59.3,0.3
2026-07-20,160.52,3627639,0.79,43.2,-0.73
2026-07-21,157.76,1541829,0.37,30.6,-1.72
2026-07-22,158.31,1173217,0.55,56.7,0.35
2026-07-23,160.99,2632155,0.59,45.5,1.69
2026-07-24,159.63,4617988,0.43,26.7,-0.84
2026-07-27,162.27,2086697,0.64,32.6,1.65
2026-07-28,162.41,1140065,0.57,34.7,0.09
2026-07-29,159.02,832235,0.39,39.3,-2.09
2026-07-30,157.91,4505067,0.58,42.4,-0.7
2026-07-31,158.49,1992635,0.98,45.4,0.37
2026-08-03,159.3,2821679,0.62,66.5,0.51
2026-08-04,161.5,4729375,0.45,27.4,1.38
2026-08-05,162.25,2152286,0.63,37.4,0.46
2026-08-06,160.18,1885817,0.7,68.0,-1.28
2026-08-07,161.59,4195149,0.63,58.7,0.88
2026-08-10,159.07,567737,0.48,67.6,-1.56
2026-08-11,157.06,4185762,0.42,42.4,-1.26
2026-08-12,157.35,3153029,0.14,39.5,0.18
2026-08-13,153.34,4547636,0.54,66.9,-2.55
2026-08-14,150.62,2209933,0.39,24.4,-1.77
2026-08-17,152.32,3031761,0.65,58.4,1.13
2026-08-18,152.96,1141656,0.68,24.1,0.42
2026-08-19,151.8,1680466,0.7,74.0,-0.76
2026-08-20,151.03,2778965,0.52,50.9,-0.51
2026-08-21,150.92,3630291,0.34,47.0,-0.07
2026-08-24,149.31,2652366,0.71,31.8,-1.07
2026-08-25,146.97,3667265,0.38,73.4,-1.57
2026-08-26,148.9,4869241,0.0,52.2,1.31
2026-08-27,147.76,2784017,0.73,33.7,-0.77
2026-08-28,151.25,2786617,0.33,36.0,2.36
2026-08-31,155.13,1065886,0.77,20.9,2.57
2026-09-01,157.18,4475724,0.73,35.6,1.32
2026-09-02,158.06,1760419,0.69,26.9,0.56
2026-09-03,159.45,4900424,0.47,68.0,0.88
2026-09-04,153.76,3986799,0.48,56.7,-3.57
2026-09-07,157.55,2296234,0.36,77.6,2.46
2026-09-08,158.08,2558731,0.0,42.2,0.34
2026-09-09,160.64,4934800,0.46,38.4,1.62
2026-09-10,156.67,1345114,0.49,25.3,-2.47
2026-09-11,156.59,2082529,0.43,38.0,-0.05
2026-09-14,156.03,1276018,0.56,72.2,-0.36
2026-09-15,157.31,1853682,0.32,43.1,0.82
2026-09-16,155.25,3212325,1.0,37.0,-1.31
2026-09-17,155.55,1992070,0.5,77.7,0.19
2026-09-18,156.87,2602692,0.3,67.6,0.85
2026-09-21,153.86,1708681,0.23,59.8,-1.92
2026-09-22,153.71,1199274,0.49,65.0,-0.1
2026-09-23,153.84,2816890,0.71,43.1,0.08
2026-09-24,159.31,3356496,0.21,70.0,3.56
2026-09-25,159.14,924768,0.88,45.0,-0.11
2026-09-28,159.84,4908125,0.32,71.2,0.44
2026-09-29,162.69,3498678,0.63,26.5,1.78
2026-09-30,163.35,2679012,0.62,57.9,0.41
2026-10-01,163.07,503817,0.09,74.8,-0.17
2026-10-02,165.27,4590323,0.81,40.3,1.35
2026-10-05,168.65,3330609,0.62,46.2,2.05
2026-10-06,168.08,3316693,0.41,36.2,-0.34
2026-10-07,169.79,4146951,0.85,43.5,1.02
2026-10-08,169.82,4844364,0.46,40.4,0.02
2026-10-09,175.09,1064864,0.34,39.7,3.1
2026-10-12,170.41,3180113,0.68,53.1,-2.67
2026-10-13,166.62,3630715,0.63,63.6,-2.22
2026-10-14,163.05,3261473,0.4,30.7,-2.14
2026-10-15,164.42,1927606,0.18,25.1,0.84
2026-10-16,163.24,1361040,0.44,59.0,-0.72
2026-10-19,165.42,2767731,0.78,50.2,1.34
2026-10-20,164.9,1205404,0.7,33.0,-0.31
2026-10-21,162.2,3828360,0.48,74.1,-1.64
2026-10-22,158.95,2886640,0.34,71.3,-2.0
2026-10-23,157.63,1512557,0.58,69.7,-0.83
2026-10-26,158.01,4276757,0.44,38.1,0.24
2026-10-27,158.98,4745380,0.52,58.8,0.61
2026-10-28,158.15,4721117,0.24,50.8,-0.52
2026-10-29,155.39,2993891,0.47,52.6,-1.75
2026-10-30,154.9,2065463,0.37,76.4,-0.32
