Employee_ID,Age,Department,Job_Role,Education_Level,Monthly_Salary_USD,Years_At_Company,Work_Life_Balance_Score,Job_Satisfaction_1to5,Performance_Rating_1to5,OverTime,Attrition
EMP-40351,22,Engineering,Manager,High School,6820.59,1,4,5,5,No,0
EMP-40352,62,Engineering,Manager,Bachelors,22428.88,15,1,4,3,No,0
EMP-40353,59,Sales,Director,High School,13164.51,6,1,3,4,Yes,0
EMP-40354,26,Operations,Executive,Bachelors,12304.45,4,2,4,3,No,0
EMP-40355,60,Engineering,Manager,High School,12142.69,7,3,5,3,No,0
EMP-40356,46,Engineering,Executive,High School,22133.96,21,3,5,2,Yes,0
EMP-40357,36,Finance,Analyst,PhD,14384.02,12,4,2,3,Yes,0
EMP-40358,55,HR,Developer,High School,8717.72,3,3,5,5,No,0
EMP-40359,62,Engineering,Specialist,Bachelors,13402.07,9,1,5,4,Yes,0
EMP-40360,42,Marketing,Manager,Bachelors,8752.61,6,1,3,4,No,0
EMP-40361,27,HR,Executive,Bachelors,10282.84,4,2,5,4,No,0
EMP-40362,56,Marketing,Analyst,PhD,9170.67,2,2,4,3,No,0
EMP-40363,47,Engineering,Executive,Bachelors,17651.33,16,2,1,2,No,0
EMP-40364,44,Sales,Developer,Bachelors,22709.87,19,2,3,5,No,0
EMP-40365,61,Engineering,Analyst,PhD,22599.15,21,4,5,2,No,0
EMP-40366,49,HR,Director,Bachelors,9134.79,1,1,2,3,No,0
EMP-40367,33,Engineering,Director,PhD,18303.77,13,4,1,2,Yes,0
EMP-40368,29,Sales,Developer,High School,13961.24,8,3,4,2,No,0
EMP-40369,52,Marketing,Manager,PhD,20170.44,18,4,4,4,No,0
EMP-40370,25,Finance,Executive,Masters,6827.81,3,1,5,2,No,0
EMP-40371,24,Marketing,Specialist,Masters,9728.45,3,4,3,2,No,0
EMP-40372,30,Engineering,Manager,Masters,12301.91,4,4,3,5,Yes,0
EMP-40373,49,Operations,Director,Masters,20352.72,17,4,4,4,No,0
EMP-40374,44,Engineering,Analyst,High School,20239.61,18,3,1,5,No,0
EMP-40375,54,Sales,Manager,High School,15821.15,10,4,1,3,Yes,1
EMP-40376,43,Sales,Specialist,PhD,15942.69,11,4,5,4,Yes,0
EMP-40377,62,Operations,Analyst,PhD,17597.76,15,1,3,2,No,0
EMP-40378,24,Engineering,Director,High School,8263.63,2,4,5,4,No,0
EMP-40379,55,Engineering,Specialist,Bachelors,10386.36,7,4,3,4,No,0
EMP-40380,33,Sales,Developer,Masters,11320.78,4,3,1,5,No,0
EMP-40381,27,Engineering,Developer,Bachelors,9862.07,6,4,4,5,Yes,0
EMP-40382,46,Engineering,Analyst,Bachelors,19675.09,19,4,1,4,Yes,0
EMP-40383,39,Sales,Executive,Masters,14247.2,10,4,4,3,No,0
EMP-40384,47,Marketing,Developer,High School,15584.66,15,3,5,2,No,0
EMP-40385,61,Sales,Analyst,Masters,28332.76,24,1,4,2,No,0
EMP-40386,42,Engineering,Developer,Masters,19003.55,14,4,3,2,Yes,0
EMP-40387,56,HR,Analyst,PhD,22663.33,20,3,5,5,No,0
EMP-40388,58,Finance,Developer,Masters,16628.53,14,4,5,3,No,0
EMP-40389,55,Marketing,Manager,PhD,21592.94,19,3,1,3,No,0
EMP-40390,38,Engineering,Director,Masters,12742.72,7,1,2,4,No,0
EMP-40391,26,Finance,Specialist,Masters,12590.16,6,4,3,3,No,0
EMP-40392,40,Sales,Executive,High School,13654.23,7,2,2,2,No,0
EMP-40393,24,Engineering,Director,Bachelors,9036.31,1,4,1,5,No,0
EMP-40394,39,Engineering,Analyst,High School,9857.3,1,4,2,3,No,0
EMP-40395,26,Marketing,Director,Masters,16066.31,5,4,1,3,No,0
EMP-40396,27,Engineering,Director,Masters,9309.71,3,2,2,5,No,0
EMP-40397,38,Marketing,Director,PhD,20368.1,18,3,2,5,Yes,0
EMP-40398,31,HR,Manager,PhD,10013.42,5,2,3,2,No,0
EMP-40399,45,HR,Manager,Bachelors,25782.68,25,4,1,2,No,0
EMP-40400,22,Engineering,Director,Masters,6704.66,2,2,3,2,No,1
EMP-40401,45,Sales,Director,Masters,14507.16,8,3,3,4,No,0
EMP-40402,59,Sales,Executive,Masters,20831.25,18,4,3,5,No,0
EMP-40403,44,Marketing,Specialist,Masters,13127.34,7,1,4,3,No,0
EMP-40404,58,Marketing,Developer,PhD,10540.61,9,1,1,5,No,1
EMP-40405,48,Marketing,Specialist,PhD,16197.45,11,1,4,4,No,0
EMP-40406,59,Sales,Director,Masters,11668.69,6,1,3,3,Yes,0
EMP-40407,26,Sales,Developer,High School,11684.03,5,4,1,3,No,0
EMP-40408,59,Engineering,Director,Bachelors,15340.44,10,1,2,5,Yes,0
EMP-40409,35,Engineering,Specialist,Bachelors,10404.78,5,1,2,4,No,0
EMP-40410,31,Engineering,Executive,Masters,8826.03,3,2,2,2,Yes,1
EMP-40411,30,Sales,Executive,Masters,14010.3,9,2,3,3,No,0
EMP-40412,53,Sales,Director,Masters,15410.29,11,3,4,2,No,0
EMP-40413,48,Engineering,Analyst,PhD,18584.35,14,4,4,4,Yes,0
EMP-40414,60,Finance,Specialist,PhD,9784.21,7,1,5,3,Yes,0
EMP-40415,60,Engineering,Manager,Masters,19187.91,13,1,2,5,No,0
EMP-40416,43,Sales,Director,Masters,19954.13,14,2,4,3,No,0
EMP-40417,60,Marketing,Executive,High School,25941.06,23,4,4,3,No,0
EMP-40418,41,Engineering,Executive,Masters,8734.1,3,2,2,3,No,0
EMP-40419,36,Engineering,Director,Bachelors,12988.98,7,3,2,3,Yes,0
EMP-40420,23,Sales,Specialist,Bachelors,9704.18,3,1,1,4,Yes,1
EMP-40421,43,Finance,Manager,Masters,12749.97,9,3,4,5,No,0
EMP-40422,58,Engineering,Director,Masters,24654.25,23,4,2,3,Yes,0
EMP-40423,39,Engineering,Manager,PhD,20586.8,18,2,2,5,No,0
EMP-40424,45,HR,Developer,Bachelors,15318.56,11,3,3,5,No,0
EMP-40425,54,Marketing,Manager,PhD,19683.75,16,2,2,3,No,0
EMP-40426,22,Engineering,Developer,High School,5392.94,1,3,5,4,No,0
EMP-40427,51,Marketing,Analyst,Masters,24978.65,24,1,3,3,No,0
EMP-40428,46,Finance,Developer,High School,23575.18,19,4,1,3,No,0
EMP-40429,45,HR,Director,PhD,25464.48,21,1,1,2,No,0
EMP-40430,44,Marketing,Manager,PhD,10273.46,3,4,4,2,No,0
EMP-40431,38,Finance,Director,PhD,18621.76,13,3,4,2,Yes,0
EMP-40432,39,Engineering,Analyst,PhD,12965.24,7,4,3,4,No,0
EMP-40433,30,Operations,Director,Bachelors,10381.92,5,2,3,2,No,0
EMP-40434,35,Sales,Analyst,Masters,19144.51,15,1,1,2,No,0
EMP-40435,48,Sales,Director,Bachelors,21510.44,20,3,2,2,No,0
EMP-40436,45,Engineering,Specialist,PhD,20187.52,19,4,1,5,No,0
EMP-40437,46,Engineering,Manager,High School,23852.96,21,2,1,5,No,0
EMP-40438,51,Sales,Director,Bachelors,26071.84,24,2,3,4,No,0
EMP-40439,47,Marketing,Analyst,Masters,9872.66,4,1,5,5,No,0
EMP-40440,23,Engineering,Analyst,Bachelors,5873.86,1,1,4,3,No,0
EMP-40441,40,Finance,Manager,Bachelors,12317.15,10,2,1,5,Yes,0
EMP-40442,27,Engineering,Developer,High School,6729.35,1,2,1,2,No,0
EMP-40443,22,Engineering,Analyst,High School,7042.47,2,1,4,5,Yes,0
EMP-40444,44,Marketing,Analyst,Bachelors,12332.37,9,1,3,5,Yes,0
EMP-40445,39,Marketing,Specialist,High School,7906.35,2,2,1,4,No,0
EMP-40446,29,Engineering,Analyst,Bachelors,10171.55,2,2,4,2,Yes,0
EMP-40447,61,Engineering,Developer,Bachelors,18026.54,13,1,4,4,Yes,0
EMP-40448,53,Engineering,Analyst,PhD,13778.95,7,4,2,5,No,0
EMP-40449,22,Sales,Analyst,Bachelors,9706.4,2,3,2,4,No,0
EMP-40450,49,Marketing,Developer,High School,23006.15,22,2,2,5,Yes,0
EMP-40451,59,Marketing,Executive,Masters,8176.73,3,1,3,2,Yes,0
EMP-40452,54,Engineering,Director,High School,26939.73,23,2,2,5,No,0
EMP-40453,26,Engineering,Executive,PhD,12200.33,5,2,3,4,No,0
EMP-40454,43,HR,Manager,High School,17638.34,14,2,5,5,No,0
EMP-40455,49,Finance,Executive,Bachelors,9824.58,3,1,3,2,No,0
EMP-40456,62,Marketing,Director,High School,10908.97,5,4,4,5,No,0
EMP-40457,46,Sales,Executive,Bachelors,6419.33,1,4,1,3,Yes,1
EMP-40458,61,HR,Director,PhD,8265.37,3,2,2,2,No,0
EMP-40459,33,Engineering,Manager,Masters,13987.14,13,4,4,2,No,0
EMP-40460,32,Engineering,Specialist,Masters,15001.92,10,1,2,5,No,0
EMP-40461,25,Finance,Executive,High School,9267.37,5,4,1,2,No,1
EMP-40462,39,Engineering,Manager,Bachelors,22625.42,19,4,4,5,Yes,0
EMP-40463,55,Sales,Manager,Masters,23683.73,19,3,1,5,No,0
EMP-40464,53,Sales,Director,PhD,18243.83,12,1,3,2,No,0
EMP-40465,35,Engineering,Director,Masters,11568.1,6,1,5,2,No,0
EMP-40466,45,Finance,Analyst,PhD,6754.15,3,1,2,4,Yes,1
EMP-40467,25,Sales,Director,Masters,9230.25,5,1,4,5,Yes,0
EMP-40468,62,Sales,Director,PhD,23240.0,20,4,5,4,No,0
EMP-40469,27,Sales,Analyst,Bachelors,6581.69,1,4,4,5,No,0
EMP-40470,24,Engineering,Specialist,PhD,8045.88,2,4,3,3,No,0
EMP-40471,25,Marketing,Manager,High School,6594.77,1,2,5,2,Yes,0
EMP-40472,57,Sales,Analyst,High School,22104.21,16,3,1,4,Yes,0
EMP-40473,53,Engineering,Executive,Masters,18418.31,16,1,5,2,Yes,0
EMP-40474,24,HR,Director,Bachelors,7453.06,2,1,1,2,Yes,1
EMP-40475,22,Sales,Manager,PhD,7330.19,1,4,1,2,No,0
EMP-40476,55,Sales,Analyst,Bachelors,15349.73,13,4,4,4,No,0
EMP-40477,25,Engineering,Executive,PhD,10847.52,4,1,4,3,Yes,0
EMP-40478,51,Marketing,Specialist,Masters,18783.23,14,1,2,5,Yes,0
EMP-40479,55,Marketing,Specialist,PhD,26536.48,24,3,5,3,No,0
EMP-40480,59,Engineering,Executive,High School,15171.43,9,2,2,5,No,0
EMP-40481,60,Operations,Executive,Bachelors,9801.42,6,2,5,4,No,0
EMP-40482,62,Engineering,Analyst,Masters,25473.84,24,4,2,5,No,0
EMP-40483,61,Operations,Developer,PhD,17454.29,15,3,2,5,No,0
EMP-40484,35,Engineering,Director,Masters,15226.89,11,1,1,3,Yes,0
EMP-40485,53,Sales,Analyst,Masters,14460.63,7,3,4,2,No,0
EMP-40486,32,Engineering,Specialist,High School,11840.91,7,4,1,2,Yes,0
EMP-40487,49,Finance,Executive,High School,17331.49,17,2,3,3,No,0
EMP-40488,45,Sales,Executive,Masters,21371.98,18,1,3,4,No,0
EMP-40489,36,Finance,Executive,High School,11063.15,7,2,3,5,No,0
EMP-40490,60,HR,Executive,Bachelors,13193.75,9,1,2,5,No,0
EMP-40491,33,Marketing,Director,Masters,9875.23,2,3,2,2,No,0
EMP-40492,60,HR,Developer,Bachelors,13860.67,10,4,1,2,No,0
EMP-40493,62,HR,Manager,PhD,13075.17,11,1,2,3,No,0
EMP-40494,38,Engineering,Developer,Masters,12445.23,7,1,3,5,No,0
EMP-40495,31,Finance,Developer,High School,8608.99,5,2,5,3,Yes,0
EMP-40496,44,HR,Developer,Bachelors,16868.94,15,3,3,2,Yes,0
EMP-40497,42,Sales,Director,High School,8014.22,2,2,4,5,Yes,0
EMP-40498,26,Engineering,Analyst,High School,10113.95,3,1,4,3,Yes,0
EMP-40499,48,Marketing,Director,PhD,20813.15,17,2,3,3,No,0
EMP-40500,26,Sales,Manager,High School,10167.36,6,2,1,5,Yes,0
EMP-40501,47,Engineering,Specialist,PhD,27839.99,25,1,5,5,No,0
EMP-40502,25,Engineering,Director,Masters,7371.77,3,2,3,5,No,0
EMP-40503,37,Marketing,Executive,High School,20238.89,16,4,4,4,Yes,0
EMP-40504,41,Finance,Specialist,Bachelors,12750.41,10,4,3,2,No,0
EMP-40505,32,Sales,Analyst,High School,13890.15,6,2,5,3,No,0
EMP-40506,45,Sales,Specialist,PhD,26474.27,25,3,1,3,No,0
EMP-40507,54,HR,Executive,Masters,24746.35,20,4,3,4,No,0
EMP-40508,41,Marketing,Manager,Masters,8822.66,2,1,3,4,No,0
EMP-40509,47,Sales,Director,Masters,21580.8,20,1,1,5,No,0
EMP-40510,60,Engineering,Specialist,Bachelors,14823.64,9,3,2,5,Yes,0
EMP-40511,55,Engineering,Director,PhD,11499.73,8,1,2,5,No,0
EMP-40512,42,Engineering,Manager,PhD,9883.72,2,3,5,2,No,0
EMP-40513,55,Sales,Director,Bachelors,23554.6,18,4,4,3,No,0
EMP-40514,33,Sales,Analyst,High School,16188.07,13,4,5,5,Yes,0
EMP-40515,56,Engineering,Specialist,Bachelors,17057.49,13,2,1,5,Yes,0
EMP-40516,27,Engineering,Executive,High School,8378.53,2,2,1,2,No,0
EMP-40517,29,Sales,Analyst,High School,13816.51,9,4,4,5,Yes,0
EMP-40518,54,Engineering,Analyst,High School,23786.29,19,2,3,5,No,0
EMP-40519,57,Sales,Developer,High School,9351.48,4,4,4,2,No,0
EMP-40520,58,Sales,Executive,Masters,13911.13,11,2,2,4,No,0
EMP-40521,25,Operations,Developer,Masters,9293.07,3,1,2,5,Yes,0
EMP-40522,30,Operations,Specialist,Bachelors,7361.2,2,2,2,2,No,0
EMP-40523,43,Engineering,Developer,Bachelors,19574.55,15,1,4,5,No,0
EMP-40524,60,Engineering,Developer,Masters,10102.03,4,3,3,3,No,0
EMP-40525,40,Engineering,Analyst,Bachelors,11460.72,8,3,2,3,No,0
EMP-40526,33,HR,Developer,Bachelors,10044.46,2,4,4,4,No,0
EMP-40527,40,Sales,Director,PhD,24785.2,19,4,4,2,Yes,0
EMP-40528,52,Engineering,Specialist,Masters,15186.65,12,1,3,3,No,0
EMP-40529,34,HR,Specialist,Masters,11791.4,7,4,2,5,No,0
EMP-40530,41,Marketing,Executive,Bachelors,5473.44,1,2,2,5,No,0
EMP-40531,58,Engineering,Developer,High School,21952.79,23,1,3,3,No,0
EMP-40532,31,Marketing,Manager,Bachelors,7399.2,2,4,3,3,No,0
EMP-40533,43,Engineering,Executive,High School,20288.35,18,2,1,3,No,0
EMP-40534,29,Engineering,Developer,Masters,14870.18,9,2,5,2,Yes,0
EMP-40535,45,Marketing,Analyst,High School,19332.6,14,1,4,2,No,0
EMP-40536,54,Engineering,Manager,Bachelors,14082.75,10,1,3,4,No,0
EMP-40537,27,HR,Manager,Bachelors,9182.26,7,3,2,3,No,0
EMP-40538,53,Engineering,Manager,Bachelors,26259.82,24,3,3,4,No,0
EMP-40539,61,Engineering,Developer,High School,21989.7,20,1,5,5,No,0
EMP-40540,61,HR,Developer,Bachelors,12498.41,8,4,3,3,Yes,0
EMP-40541,45,Operations,Analyst,Masters,17280.58,13,1,5,2,No,0
EMP-40542,48,HR,Developer,Bachelors,29263.23,25,2,4,2,No,0
EMP-40543,60,Engineering,Director,Masters,24867.63,21,3,5,5,Yes,0
EMP-40544,59,Sales,Developer,PhD,10724.69,7,1,3,3,Yes,0
EMP-40545,49,Marketing,Analyst,Bachelors,16833.25,10,4,1,4,No,0
EMP-40546,43,Engineering,Developer,High School,21600.25,19,3,1,4,No,0
EMP-40547,50,HR,Director,PhD,8810.81,4,1,5,3,No,0
EMP-40548,62,Engineering,Executive,Bachelors,22856.21,23,4,4,2,No,0
EMP-40549,45,Engineering,Executive,PhD,25655.71,22,4,5,2,Yes,0
EMP-40550,60,Engineering,Executive,Bachelors,9903.52,2,2,3,4,No,0
EMP-40551,60,Marketing,Executive,Bachelors,12061.67,7,4,1,3,No,0
EMP-40552,27,Engineering,Analyst,High School,9698.33,5,3,2,2,No,0
EMP-40553,57,Engineering,Manager,PhD,6299.88,1,3,1,4,Yes,1
EMP-40554,26,Sales,Manager,High School,6908.79,1,1,3,4,No,0
EMP-40555,30,Marketing,Director,PhD,13714.1,9,1,1,4,No,0
EMP-40556,42,Finance,Director,High School,9869.76,5,1,3,4,Yes,0
EMP-40557,58,Sales,Developer,Bachelors,9372.45,2,2,2,2,No,0
EMP-40558,28,Sales,Specialist,Bachelors,10507.99,2,2,2,4,No,1
EMP-40559,47,Marketing,Manager,High School,10563.99,3,2,1,5,No,0
EMP-40560,58,Engineering,Developer,Bachelors,8096.58,1,2,2,2,Yes,0
EMP-40561,46,Engineering,Analyst,High School,23718.67,21,4,2,3,Yes,0
EMP-40562,34,Sales,Analyst,Bachelors,10570.13,5,2,2,2,No,0
EMP-40563,60,Marketing,Analyst,Masters,21317.81,17,1,3,4,Yes,0
EMP-40564,39,Engineering,Director,Bachelors,16246.41,14,3,4,5,Yes,0
EMP-40565,54,Sales,Specialist,PhD,9293.49,4,1,3,2,No,0
EMP-40566,51,Finance,Executive,Bachelors,15750.24,12,3,5,4,No,0
EMP-40567,32,Marketing,Analyst,Masters,15854.43,11,3,2,3,Yes,0
EMP-40568,57,Engineering,Analyst,High School,22365.61,21,1,2,2,No,0
EMP-40569,51,Operations,Specialist,PhD,24800.42,25,1,2,4,Yes,0
EMP-40570,43,HR,Executive,Bachelors,14016.11,8,4,2,4,Yes,0
EMP-40571,30,Engineering,Developer,Masters,8184.88,1,1,1,2,Yes,0
EMP-40572,41,HR,Manager,Bachelors,14522.51,10,1,3,4,No,0
EMP-40573,30,Finance,Specialist,Bachelors,11050.45,3,4,1,4,No,0
EMP-40574,52,Marketing,Director,High School,25515.18,23,4,3,2,Yes,0
EMP-40575,50,Marketing,Analyst,High School,19893.44,15,2,4,5,Yes,0
EMP-40576,54,Engineering,Developer,High School,11457.29,4,3,4,4,Yes,0
EMP-40577,44,Marketing,Manager,Bachelors,8596.18,4,1,2,5,No,0
EMP-40578,40,Engineering,Director,PhD,21527.89,19,2,2,2,No,0
EMP-40579,29,Sales,Developer,High School,11014.37,7,4,3,4,No,0
EMP-40580,53,Engineering,Developer,Bachelors,25220.34,20,3,1,2,Yes,0
EMP-40581,51,Engineering,Executive,Bachelors,12031.83,7,4,1,4,No,0
EMP-40582,55,Sales,Manager,High School,15541.72,10,2,3,4,No,0
EMP-40583,40,Marketing,Director,Masters,19612.5,15,1,3,5,No,0
EMP-40584,23,Sales,Developer,PhD,8170.33,3,1,4,4,No,0
EMP-40585,25,Engineering,Specialist,PhD,8523.58,5,3,2,4,No,0
EMP-40586,60,HR,Specialist,High School,18887.79,14,4,4,2,Yes,0
EMP-40587,48,Engineering,Manager,High School,24570.11,23,4,2,4,No,0
EMP-40588,59,Sales,Executive,PhD,15585.87,12,2,2,2,No,0
EMP-40589,55,Engineering,Specialist,High School,13708.77,11,3,1,3,No,0
EMP-40590,62,Sales,Director,High School,19878.29,20,4,5,2,No,0
EMP-40591,25,HR,Director,PhD,9630.12,3,2,1,2,Yes,0
EMP-40592,38,Engineering,Specialist,Masters,15487.8,12,2,5,4,No,0
EMP-40593,38,Engineering,Analyst,PhD,10923.51,6,3,1,5,No,0
EMP-40594,44,Sales,Manager,High School,16658.82,10,3,2,5,No,0
EMP-40595,30,HR,Developer,Masters,7577.72,3,1,3,2,Yes,0
EMP-40596,58,Sales,Specialist,Masters,15622.43,13,1,3,5,No,0
EMP-40597,50,Operations,Specialist,Masters,18100.46,12,1,1,3,No,0
EMP-40598,58,Engineering,Director,Masters,13569.22,6,4,3,2,No,0
EMP-40599,62,Engineering,Director,PhD,21785.43,18,3,3,4,Yes,0
EMP-40600,59,Finance,Developer,Bachelors,26084.36,24,2,1,5,No,0
EMP-40601,41,Engineering,Specialist,Masters,12966.47,8,2,1,4,Yes,0
EMP-40602,51,Engineering,Executive,High School,18505.74,16,4,1,4,No,0
EMP-40603,27,Finance,Director,Masters,8394.26,3,2,2,2,No,0
EMP-40604,40,Engineering,Director,Bachelors,17628.45,15,4,3,4,No,0
EMP-40605,47,Sales,Analyst,Masters,21138.94,18,4,1,2,No,0
EMP-40606,52,Marketing,Executive,High School,14210.13,7,1,1,2,Yes,0
EMP-40607,44,Engineering,Executive,Masters,10676.76,7,2,3,3,Yes,0
EMP-40608,43,Engineering,Analyst,Bachelors,15690.38,13,3,3,5,No,0
EMP-40609,39,HR,Director,Masters,15967.66,14,1,4,4,No,0
EMP-40610,51,Sales,Manager,High School,10215.44,2,3,4,2,No,0
EMP-40611,24,Engineering,Director,High School,9618.24,1,1,2,5,No,0
EMP-40612,45,Engineering,Developer,Bachelors,26785.56,25,4,1,3,No,0
EMP-40613,24,Engineering,Manager,PhD,8744.14,4,2,2,5,No,0
EMP-40614,39,Sales,Analyst,PhD,18758.86,13,3,1,2,No,0
EMP-40615,47,Engineering,Specialist,Masters,11412.37,6,2,4,5,No,0
EMP-40616,26,HR,Executive,PhD,8171.28,1,2,4,3,No,0
EMP-40617,47,Sales,Manager,Masters,12342.71,5,2,3,3,No,0
EMP-40618,50,Engineering,Specialist,High School,7450.15,3,4,2,3,No,0
EMP-40619,45,HR,Executive,Masters,17791.59,14,4,1,5,No,0
EMP-40620,40,Engineering,Manager,Masters,17806.47,16,1,3,3,No,0
EMP-40621,47,Sales,Executive,Bachelors,20794.3,18,1,4,4,No,0
EMP-40622,23,Engineering,Manager,High School,9103.24,2,4,1,4,No,1
EMP-40623,31,Sales,Manager,Masters,12985.43,8,1,3,3,No,0
EMP-40624,52,Engineering,Manager,High School,21830.29,19,2,4,4,No,0
EMP-40625,32,Sales,Specialist,Masters,15422.5,10,2,2,5,No,0
EMP-40626,54,Engineering,Analyst,Bachelors,21459.72,22,1,5,4,No,0
EMP-40627,48,Finance,Director,Bachelors,22180.85,19,1,5,2,Yes,0
EMP-40628,36,Sales,Manager,High School,13100.19,5,3,2,3,No,0
EMP-40629,30,Sales,Manager,Masters,12822.82,8,2,2,3,Yes,0
EMP-40630,44,Engineering,Analyst,Bachelors,7358.62,4,2,2,5,Yes,1
EMP-40631,47,Engineering,Director,Bachelors,19579.39,14,1,5,5,Yes,0
EMP-40632,59,HR,Developer,Masters,10719.88,7,1,3,5,No,0
EMP-40633,58,Sales,Director,PhD,18529.24,16,1,1,2,Yes,0
EMP-40634,22,Sales,Manager,Bachelors,3371.24,1,3,3,2,No,0
EMP-40635,49,Sales,Director,PhD,7961.02,3,4,4,5,No,0
EMP-40636,61,Marketing,Executive,Bachelors,20470.28,20,4,4,2,No,0
EMP-40637,46,Engineering,Analyst,PhD,26027.93,22,1,3,3,No,1
EMP-40638,39,Engineering,Director,PhD,10296.86,5,4,2,5,Yes,0
EMP-40639,52,HR,Director,PhD,11171.44,5,2,2,2,No,0
EMP-40640,30,Operations,Developer,High School,10352.14,4,1,2,4,No,0
EMP-40641,42,Engineering,Director,Masters,21589.5,19,3,5,3,No,0
EMP-40642,54,Marketing,Manager,Masters,20316.44,16,2,3,2,No,0
EMP-40643,49,Marketing,Director,PhD,13649.49,8,1,4,2,No,0
EMP-40644,26,Finance,Specialist,Masters,8171.09,2,1,3,4,No,0
EMP-40645,62,Marketing,Manager,PhD,13335.02,10,1,4,5,No,0
EMP-40646,31,Engineering,Executive,Masters,16396.16,10,3,3,2,Yes,0
EMP-40647,41,Engineering,Developer,High School,21038.69,19,1,5,2,No,0
EMP-40648,40,Sales,Manager,Bachelors,13436.16,10,3,1,3,Yes,0
EMP-40649,49,Engineering,Manager,High School,20680.47,15,3,4,2,No,0
EMP-40650,22,Engineering,Manager,Masters,7384.41,2,2,4,5,Yes,0
EMP-40651,38,Sales,Specialist,PhD,11329.58,8,1,2,2,No,0
EMP-40652,60,Engineering,Developer,High School,22601.43,20,4,4,3,No,0
EMP-40653,57,Sales,Executive,Masters,8081.07,3,1,4,5,No,0
EMP-40654,50,Engineering,Director,High School,24708.93,23,1,1,3,No,0
EMP-40655,29,Sales,Analyst,PhD,11172.28,1,3,4,2,No,0
EMP-40656,36,Sales,Director,PhD,8544.67,2,2,4,5,No,0
EMP-40657,48,HR,Director,Bachelors,24714.96,19,3,1,4,Yes,0
EMP-40658,25,Marketing,Specialist,Masters,9474.71,4,3,3,3,No,0
EMP-40659,34,Engineering,Manager,Masters,14042.14,10,4,4,3,No,0
EMP-40660,34,Finance,Executive,PhD,11827.88,10,4,4,5,Yes,0
EMP-40661,47,Marketing,Director,Masters,9053.88,5,3,3,3,No,0
EMP-40662,48,Sales,Executive,High School,12130.58,4,4,3,3,No,0
EMP-40663,43,Engineering,Manager,PhD,17373.8,12,1,4,4,No,0
EMP-40664,60,Engineering,Specialist,Masters,6195.67,2,2,5,4,No,0
EMP-40665,29,Sales,Manager,PhD,8189.22,4,1,3,2,Yes,0
EMP-40666,44,Engineering,Director,Bachelors,19351.64,19,2,3,3,No,0
EMP-40667,53,Engineering,Analyst,Bachelors,28175.27,25,3,2,5,No,0
EMP-40668,23,Engineering,Analyst,High School,6091.8,2,2,1,5,No,0
EMP-40669,50,Sales,Executive,High School,17177.3,11,1,1,2,No,0
EMP-40670,28,Marketing,Analyst,Bachelors,14202.68,8,2,3,5,Yes,0
EMP-40671,39,Engineering,Director,Bachelors,21654.88,16,1,5,3,No,0
EMP-40672,59,Engineering,Analyst,Bachelors,25856.7,25,1,2,4,Yes,0
EMP-40673,27,Engineering,Analyst,High School,6120.39,2,1,3,4,No,0
EMP-40674,54,Engineering,Executive,Bachelors,11175.33,9,3,4,4,No,0
EMP-40675,40,Engineering,Specialist,Masters,9924.53,7,2,2,4,No,0
EMP-40676,43,Engineering,Developer,Masters,24645.09,23,1,5,3,Yes,0
EMP-40677,29,Sales,Developer,High School,11468.61,5,3,5,2,Yes,0
EMP-40678,58,Engineering,Analyst,Bachelors,18292.78,16,2,2,4,No,0
EMP-40679,62,Engineering,Director,High School,7456.11,4,2,1,3,Yes,0
EMP-40680,23,Finance,Director,Masters,9438.11,3,4,4,2,No,0
EMP-40681,23,Sales,Developer,Masters,8209.41,1,2,4,5,No,0
EMP-40682,30,HR,Director,PhD,11882.16,8,3,4,4,Yes,0
EMP-40683,26,Marketing,Director,Masters,8077.72,3,3,4,3,No,0
EMP-40684,58,Marketing,Manager,PhD,6737.39,1,3,5,3,Yes,0
EMP-40685,62,Engineering,Developer,PhD,14368.0,11,1,5,2,No,0
EMP-40686,34,Marketing,Analyst,High School,7455.36,3,2,5,4,Yes,0
EMP-40687,27,Engineering,Director,High School,7906.49,2,2,2,3,No,0
EMP-40688,42,HR,Analyst,Bachelors,10602.12,6,4,5,3,Yes,0
EMP-40689,57,Engineering,Analyst,Masters,5461.74,1,1,1,2,No,0
EMP-40690,45,Marketing,Analyst,PhD,21918.13,18,2,1,5,Yes,0
EMP-40691,57,Finance,Specialist,Bachelors,10684.08,7,2,2,2,No,0
EMP-40692,43,Marketing,Developer,Masters,16526.35,12,2,5,2,Yes,0
EMP-40693,33,Engineering,Analyst,Bachelors,13645.51,12,1,2,5,Yes,0
EMP-40694,25,Operations,Executive,High School,5815.86,2,4,3,4,No,0
EMP-40695,49,Engineering,Developer,Bachelors,17738.47,16,4,2,3,No,0
EMP-40696,32,Engineering,Specialist,High School,10393.62,7,2,1,3,No,0
EMP-40697,28,Finance,Manager,PhD,12014.29,6,3,5,3,No,0
EMP-40698,47,Finance,Specialist,Masters,8094.88,3,3,5,2,No,0
EMP-40699,41,Finance,Developer,PhD,18857.03,16,3,2,5,No,0
EMP-40700,50,HR,Director,Masters,19505.91,12,3,5,5,No,0
EMP-40701,49,Sales,Analyst,PhD,23255.54,22,4,4,2,No,0
EMP-40702,45,Finance,Developer,High School,16397.99,15,4,3,4,Yes,0
