Transaction_ID,Date,Customer_ID,Age,Gender,Category,Price_USD,Quantity,Total_Spend_USD,Discount_Pct,Payment_Method,Rating,Is_Repeat_Customer
TXN-10221,2025-01-10 15:00:00,CUST-8405,68,Female,Electronics,76.61,3,229.83,10,Debit Card,3.3,1
TXN-10222,2025-01-10 16:00:00,CUST-2526,47,Female,Home & Kitchen,176.32,5,881.6,5,COD,4.3,1
TXN-10223,2025-01-10 17:00:00,CUST-6289,39,Female,Electronics,177.64,3,532.92,20,PayPal,3.3,0
TXN-10224,2025-01-10 18:00:00,CUST-3588,18,Non-Binary,Fashion,478.06,2,956.12,20,Credit Card,3.3,1
TXN-10225,2025-01-10 19:00:00,CUST-2529,34,Male,Home & Kitchen,103.97,1,103.97,5,Credit Card,4.3,1
TXN-10226,2025-01-10 20:00:00,CUST-1017,22,Male,Electronics,111.85,1,111.85,0,Credit Card,5.0,1
TXN-10227,2025-01-10 21:00:00,CUST-3165,32,Male,Home & Kitchen,24.19,3,72.57,5,Credit Card,4.8,1
TXN-10228,2025-01-10 22:00:00,CUST-3340,54,Male,Home & Kitchen,64.3,2,128.6,10,Credit Card,2.9,1
TXN-10229,2025-01-10 23:00:00,CUST-4559,24,Male,Electronics,126.3,3,378.9,25,Credit Card,4.2,1
TXN-10230,2025-01-11 00:00:00,CUST-5668,62,Male,Beauty,192.32,2,384.64,10,UPI/NetBanking,4.5,0
TXN-10231,2025-01-11 01:00:00,CUST-1894,68,Female,Fashion,25.17,4,100.68,10,Credit Card,4.9,0
TXN-10232,2025-01-11 02:00:00,CUST-7337,54,Male,Fashion,31.12,4,124.48,25,PayPal,,0
TXN-10233,2025-01-11 03:00:00,CUST-5295,21,Female,Fashion,43.69,5,218.45,15,UPI/NetBanking,4.3,1
TXN-10234,2025-01-11 04:00:00,CUST-9808,35,Male,Electronics,230.68,2,461.36,10,UPI/NetBanking,4.7,0
TXN-10235,2025-01-11 05:00:00,CUST-8167,33,Male,Electronics,63.45,4,253.8,10,Credit Card,3.3,1
TXN-10236,2025-01-11 06:00:00,CUST-3877,63,Male,Electronics,73.31,3,219.93,10,PayPal,4.4,1
TXN-10237,2025-01-11 07:00:00,CUST-5403,25,Female,Electronics,154.88,3,464.64,10,Credit Card,4.5,1
TXN-10238,2025-01-11 08:00:00,CUST-9128,41,Male,Beauty,30.52,2,61.04,0,Credit Card,4.1,1
TXN-10239,2025-01-11 09:00:00,CUST-1721,18,Male,Fashion,56.04,2,112.08,0,COD,3.7,1
TXN-10240,2025-01-11 10:00:00,CUST-7870,33,Male,Home & Kitchen,41.9,1,41.9,10,Credit Card,4.7,1
TXN-10241,2025-01-11 11:00:00,CUST-1752,22,Female,Beauty,141.24,3,423.72,5,UPI/NetBanking,,0
TXN-10242,2025-01-11 12:00:00,CUST-5979,33,Male,Home & Kitchen,72.8,2,145.6,15,UPI/NetBanking,4.4,0
TXN-10243,2025-01-11 13:00:00,CUST-7718,52,Male,Beauty,193.26,3,579.78,0,PayPal,4.2,1
TXN-10244,2025-01-11 14:00:00,CUST-4902,21,Non-Binary,Electronics,42.9,1,42.9,20,Debit Card,3.9,1
TXN-10245,2025-01-11 15:00:00,CUST-7102,65,Male,Electronics,27.18,4,108.72,0,UPI/NetBanking,4.7,0
TXN-10246,2025-01-11 16:00:00,CUST-6161,43,Female,Home & Kitchen,47.54,3,142.62,0,COD,4.1,1
TXN-10247,2025-01-11 17:00:00,CUST-2785,28,Male,Fashion,25.94,3,77.82,25,Credit Card,4.2,0
TXN-10248,2025-01-11 18:00:00,CUST-5984,62,Female,Electronics,180.06,2,360.12,0,Credit Card,4.6,1
TXN-10249,2025-01-11 19:00:00,CUST-5896,29,Male,Fashion,66.16,5,330.8,0,UPI/NetBanking,4.3,1
TXN-10250,2025-01-11 20:00:00,CUST-4641,70,Male,Home & Kitchen,250.77,1,250.77,10,Credit Card,4.3,0
TXN-10251,2025-01-11 21:00:00,CUST-2056,59,Male,Electronics,215.15,3,645.45,0,COD,4.9,1
TXN-10252,2025-01-11 22:00:00,CUST-9128,61,Male,Fashion,218.09,3,654.27,0,Debit Card,3.9,1
TXN-10253,2025-01-11 23:00:00,CUST-5026,49,Male,Home & Kitchen,20.35,3,61.05,5,UPI/NetBanking,4.4,1
TXN-10254,2025-01-12 00:00:00,CUST-9907,42,Female,Fashion,81.84,4,327.36,5,UPI/NetBanking,3.7,0
TXN-10255,2025-01-12 01:00:00,CUST-1427,32,Male,Beauty,43.03,4,172.12,10,PayPal,4.5,1
TXN-10256,2025-01-12 02:00:00,CUST-5366,68,Female,Electronics,493.09,2,986.18,10,COD,4.1,1
TXN-10257,2025-01-12 03:00:00,CUST-3846,55,Male,Home & Kitchen,52.77,5,263.85,0,PayPal,3.4,0
TXN-10258,2025-01-12 04:00:00,CUST-9064,29,Female,Electronics,37.51,2,75.02,0,UPI/NetBanking,3.8,1
TXN-10259,2025-01-12 05:00:00,CUST-3137,29,Female,Beauty,48.23,1,48.23,0,PayPal,4.9,0
TXN-10260,2025-01-12 06:00:00,CUST-2188,60,Male,Electronics,45.53,2,91.06,25,PayPal,4.7,1
TXN-10261,2025-01-12 07:00:00,CUST-8982,29,Female,Home & Kitchen,202.31,5,1011.55,15,Credit Card,4.5,1
TXN-10262,2025-01-12 08:00:00,CUST-3086,18,Female,Sports,57.24,5,286.2,0,UPI/NetBanking,4.7,1
TXN-10263,2025-01-12 09:00:00,CUST-4619,24,Female,Electronics,131.27,2,262.54,5,Credit Card,5.0,1
TXN-10264,2025-01-12 10:00:00,CUST-6500,34,Male,Home & Kitchen,51.68,1,51.68,15,Credit Card,3.9,1
TXN-10265,2025-01-12 11:00:00,CUST-3725,49,Female,Fashion,55.0,4,220.0,15,UPI/NetBanking,4.3,1
TXN-10266,2025-01-12 12:00:00,CUST-1547,38,Male,Electronics,50.55,4,202.2,0,Credit Card,5.0,1
TXN-10267,2025-01-12 13:00:00,CUST-6536,57,Female,Home & Kitchen,62.98,2,125.96,10,UPI/NetBanking,3.3,1
TXN-10268,2025-01-12 14:00:00,CUST-9849,36,Male,Electronics,57.42,5,287.1,15,Credit Card,5.0,1
TXN-10269,2025-01-12 15:00:00,CUST-5825,58,Female,Electronics,17.22,2,34.44,10,COD,5.0,1
TXN-10270,2025-01-12 16:00:00,CUST-5341,52,Male,Fashion,55.83,2,111.66,5,Credit Card,5.0,0
TXN-10271,2025-01-12 17:00:00,CUST-5400,27,Female,Home & Kitchen,22.62,3,67.86,15,UPI/NetBanking,4.2,0
TXN-10272,2025-01-12 18:00:00,CUST-9561,52,Female,Sports,87.28,2,174.56,5,Credit Card,4.4,1
TXN-10273,2025-01-12 19:00:00,CUST-9226,51,Female,Home & Kitchen,97.31,1,97.31,20,UPI/NetBanking,4.4,0
TXN-10274,2025-01-12 20:00:00,CUST-1699,61,Male,Sports,98.88,5,494.4,0,COD,4.6,0
TXN-10275,2025-01-12 21:00:00,CUST-7358,53,Male,Electronics,67.09,1,67.09,15,UPI/NetBanking,3.6,0
TXN-10276,2025-01-12 22:00:00,CUST-2641,54,Female,Beauty,186.78,3,560.34,20,Credit Card,4.6,1
TXN-10277,2025-01-12 23:00:00,CUST-8750,35,Male,Home & Kitchen,112.07,4,448.28,0,Debit Card,4.3,1
TXN-10278,2025-01-13 00:00:00,CUST-7102,70,Female,Fashion,172.3,1,172.3,25,Credit Card,5.0,1
TXN-10279,2025-01-13 01:00:00,CUST-6257,44,Female,Electronics,64.55,4,258.2,15,PayPal,4.6,0
TXN-10280,2025-01-13 02:00:00,CUST-6097,43,Male,Beauty,194.75,1,194.75,0,Debit Card,3.4,0
TXN-10281,2025-01-13 03:00:00,CUST-1541,41,Female,Electronics,162.43,5,812.15,5,COD,4.2,1
TXN-10282,2025-01-13 04:00:00,CUST-8775,40,Male,Beauty,40.44,1,40.44,0,UPI/NetBanking,5.0,1
TXN-10283,2025-01-13 05:00:00,CUST-4511,59,Male,Electronics,104.62,5,523.1,0,PayPal,5.0,1
TXN-10284,2025-01-13 06:00:00,CUST-1138,56,Female,Fashion,305.02,3,915.06,5,UPI/NetBanking,4.3,0
TXN-10285,2025-01-13 07:00:00,CUST-8646,51,Female,Fashion,24.17,5,120.85,25,COD,3.3,0
TXN-10286,2025-01-13 08:00:00,CUST-2771,39,Non-Binary,Home & Kitchen,183.03,3,549.09,10,COD,3.8,0
TXN-10287,2025-01-13 09:00:00,CUST-9475,21,Female,Beauty,92.89,3,278.67,10,PayPal,4.7,1
TXN-10288,2025-01-13 10:00:00,CUST-7361,55,Female,Home & Kitchen,32.9,2,65.8,10,UPI/NetBanking,4.2,1
TXN-10289,2025-01-13 11:00:00,CUST-6873,28,Female,Beauty,31.99,1,31.99,5,PayPal,2.8,1
TXN-10290,2025-01-13 12:00:00,CUST-6499,32,Male,Home & Kitchen,46.18,3,138.54,5,UPI/NetBanking,3.6,0
TXN-10291,2025-01-13 13:00:00,CUST-1879,55,Female,Home & Kitchen,69.32,2,138.64,10,Debit Card,4.1,1
TXN-10292,2025-01-13 14:00:00,CUST-3250,39,Male,Home & Kitchen,216.54,4,866.16,0,Debit Card,4.4,0
TXN-10293,2025-01-13 15:00:00,CUST-6449,29,Male,Electronics,66.13,2,132.26,15,Credit Card,3.0,0
TXN-10294,2025-01-13 16:00:00,CUST-8105,43,Male,Fashion,15.4,5,77.0,0,UPI/NetBanking,,0
TXN-10295,2025-01-13 17:00:00,CUST-9700,61,Male,Home & Kitchen,36.8,3,110.4,5,Credit Card,4.3,0
TXN-10296,2025-01-13 18:00:00,CUST-2069,37,Female,Fashion,77.44,5,387.2,5,Debit Card,3.4,0
TXN-10297,2025-01-13 19:00:00,CUST-4087,69,Male,Electronics,125.41,2,250.82,0,Credit Card,5.0,0
TXN-10298,2025-01-13 20:00:00,CUST-1612,58,Male,Fashion,19.23,1,19.23,10,PayPal,,1
TXN-10299,2025-01-13 21:00:00,CUST-7828,25,Female,Fashion,29.13,1,29.13,5,PayPal,4.1,0
TXN-10300,2025-01-13 22:00:00,CUST-2718,57,Male,Electronics,24.55,2,49.1,10,PayPal,5.0,1
TXN-10301,2025-01-13 23:00:00,CUST-6864,36,Male,Fashion,220.01,4,880.04,5,Credit Card,5.0,1
TXN-10302,2025-01-14 00:00:00,CUST-3443,67,Female,Home & Kitchen,24.08,3,72.24,10,UPI/NetBanking,3.5,0
TXN-10303,2025-01-14 01:00:00,CUST-1820,29,Female,Beauty,52.96,3,158.88,5,Credit Card,4.3,0
TXN-10304,2025-01-14 02:00:00,CUST-3793,46,Female,Electronics,127.26,3,381.78,15,Credit Card,4.1,1
TXN-10305,2025-01-14 03:00:00,CUST-5453,62,Female,Beauty,103.96,2,207.92,0,PayPal,4.6,1
TXN-10306,2025-01-14 04:00:00,CUST-8908,61,Male,Home & Kitchen,143.38,5,716.9,0,PayPal,4.1,1
TXN-10307,2025-01-14 05:00:00,CUST-3140,49,Male,Fashion,19.0,3,57.0,10,Credit Card,3.1,1
TXN-10308,2025-01-14 06:00:00,CUST-4669,60,Female,Fashion,114.07,5,570.35,0,PayPal,4.0,0
TXN-10309,2025-01-14 07:00:00,CUST-7305,70,Female,Sports,19.77,2,39.54,10,UPI/NetBanking,4.8,0
TXN-10310,2025-01-14 08:00:00,CUST-6421,21,Female,Home & Kitchen,55.45,2,110.9,0,UPI/NetBanking,5.0,0
TXN-10311,2025-01-14 09:00:00,CUST-9166,25,Non-Binary,Home & Kitchen,16.52,4,66.08,5,UPI/NetBanking,,0
TXN-10312,2025-01-14 10:00:00,CUST-5990,53,Male,Home & Kitchen,270.24,3,810.72,15,Debit Card,3.6,1
TXN-10313,2025-01-14 11:00:00,CUST-6952,25,Male,Home & Kitchen,15.19,3,45.57,15,COD,5.0,1
TXN-10314,2025-01-14 12:00:00,CUST-2741,28,Female,Beauty,130.33,4,521.32,0,UPI/NetBanking,4.8,1
TXN-10315,2025-01-14 13:00:00,CUST-4122,24,Female,Electronics,100.26,5,501.3,0,Debit Card,3.9,1
TXN-10316,2025-01-14 14:00:00,CUST-9260,49,Male,Home & Kitchen,83.48,4,333.92,15,UPI/NetBanking,4.6,1
TXN-10317,2025-01-14 15:00:00,CUST-3103,60,Female,Beauty,74.62,4,298.48,5,UPI/NetBanking,4.0,0
TXN-10318,2025-01-14 16:00:00,CUST-7518,36,Male,Electronics,60.25,5,301.25,0,PayPal,3.8,1
TXN-10319,2025-01-14 17:00:00,CUST-4291,63,Male,Fashion,109.85,2,219.7,10,PayPal,2.6,0
TXN-10320,2025-01-14 18:00:00,CUST-6771,55,Female,Home & Kitchen,60.93,5,304.65,0,Debit Card,4.0,0
TXN-10321,2025-01-14 19:00:00,CUST-1927,66,Female,Sports,112.76,2,225.52,15,PayPal,4.2,1
TXN-10322,2025-01-14 20:00:00,CUST-1529,46,Male,Beauty,129.34,2,258.68,15,UPI/NetBanking,4.5,0
TXN-10323,2025-01-14 21:00:00,CUST-1769,42,Male,Beauty,113.23,5,566.15,0,PayPal,3.0,1
TXN-10324,2025-01-14 22:00:00,CUST-8259,58,Female,Home & Kitchen,134.59,5,672.95,15,Credit Card,4.5,1
TXN-10325,2025-01-14 23:00:00,CUST-2220,29,Female,Electronics,18.53,3,55.59,10,Credit Card,4.9,0
TXN-10326,2025-01-15 00:00:00,CUST-6415,27,Male,Sports,92.22,5,461.1,15,Credit Card,3.9,1
TXN-10327,2025-01-15 01:00:00,CUST-9608,29,Female,Beauty,29.76,5,148.8,10,Credit Card,4.1,0
TXN-10328,2025-01-15 02:00:00,CUST-6437,36,Male,Beauty,79.27,5,396.35,15,COD,,1
TXN-10329,2025-01-15 03:00:00,CUST-8301,59,Female,Home & Kitchen,286.29,3,858.87,5,PayPal,4.2,0
TXN-10330,2025-01-15 04:00:00,CUST-9468,41,Female,Fashion,71.7,3,215.1,20,Credit Card,5.0,1
TXN-10331,2025-01-15 05:00:00,CUST-3742,67,Female,Electronics,20.76,2,41.52,20,UPI/NetBanking,3.1,1
TXN-10332,2025-01-15 06:00:00,CUST-8130,22,Female,Electronics,67.25,3,201.75,0,Credit Card,3.9,0
TXN-10333,2025-01-15 07:00:00,CUST-2154,32,Female,Fashion,65.99,4,263.96,5,Credit Card,3.2,1
TXN-10334,2025-01-15 08:00:00,CUST-1745,22,Male,Fashion,44.09,3,132.27,10,Credit Card,4.0,0
TXN-10335,2025-01-15 09:00:00,CUST-1504,52,Male,Home & Kitchen,150.44,5,752.2,0,UPI/NetBanking,5.0,1
TXN-10336,2025-01-15 10:00:00,CUST-7113,18,Female,Home & Kitchen,26.18,1,26.18,10,UPI/NetBanking,3.0,0
TXN-10337,2025-01-15 11:00:00,CUST-4441,64,Male,Fashion,103.25,5,516.25,0,Credit Card,4.2,1
TXN-10338,2025-01-15 12:00:00,CUST-1891,53,Male,Fashion,44.19,1,44.19,0,Credit Card,4.5,1
TXN-10339,2025-01-15 13:00:00,CUST-6851,59,Male,Electronics,21.15,2,42.3,5,UPI/NetBanking,3.9,1
TXN-10340,2025-01-15 14:00:00,CUST-6971,45,Male,Fashion,145.92,4,583.68,0,UPI/NetBanking,5.0,0
TXN-10341,2025-01-15 15:00:00,CUST-8863,40,Female,Fashion,24.79,5,123.95,0,Credit Card,4.6,1
TXN-10342,2025-01-15 16:00:00,CUST-2252,19,Female,Home & Kitchen,157.35,5,786.75,5,UPI/NetBanking,3.9,1
TXN-10343,2025-01-15 17:00:00,CUST-9904,52,Male,Beauty,53.71,2,107.42,20,UPI/NetBanking,4.8,0
TXN-10344,2025-01-15 18:00:00,CUST-6961,60,Male,Sports,355.79,2,711.58,15,Credit Card,4.8,1
TXN-10345,2025-01-15 19:00:00,CUST-3395,48,Female,Electronics,136.83,2,273.66,0,UPI/NetBanking,4.6,0
TXN-10346,2025-01-15 20:00:00,CUST-8695,20,Male,Home & Kitchen,24.26,5,121.3,10,Credit Card,5.0,1
TXN-10347,2025-01-15 21:00:00,CUST-3848,42,Male,Home & Kitchen,168.4,5,842.0,0,COD,3.1,0
TXN-10348,2025-01-15 22:00:00,CUST-8898,18,Female,Electronics,30.39,1,30.39,10,Credit Card,4.9,0
TXN-10349,2025-01-15 23:00:00,CUST-2938,44,Female,Home & Kitchen,70.83,4,283.32,5,UPI/NetBanking,3.8,0
TXN-10350,2025-01-16 00:00:00,CUST-3639,50,Male,Home & Kitchen,19.89,3,59.67,20,UPI/NetBanking,4.5,1
TXN-10351,2025-01-16 01:00:00,CUST-1305,64,Female,Electronics,22.62,4,90.48,10,UPI/NetBanking,4.3,0
TXN-10352,2025-01-16 02:00:00,CUST-3979,50,Male,Home & Kitchen,50.66,4,202.64,10,Credit Card,4.9,0
TXN-10353,2025-01-16 03:00:00,CUST-1271,50,Female,Beauty,94.06,2,188.12,5,UPI/NetBanking,4.4,0
TXN-10354,2025-01-16 04:00:00,CUST-8901,56,Female,Electronics,250.99,4,1003.96,10,UPI/NetBanking,3.4,1
TXN-10355,2025-01-16 05:00:00,CUST-4759,48,Female,Fashion,90.59,5,452.95,0,Credit Card,4.4,0
TXN-10356,2025-01-16 06:00:00,CUST-9908,30,Male,Home & Kitchen,15.61,5,78.05,0,Credit Card,5.0,1
TXN-10357,2025-01-16 07:00:00,CUST-6175,24,Male,Home & Kitchen,39.87,5,199.35,5,UPI/NetBanking,3.7,1
TXN-10358,2025-01-16 08:00:00,CUST-8904,53,Female,Electronics,46.13,3,138.39,15,UPI/NetBanking,3.1,1
TXN-10359,2025-01-16 09:00:00,CUST-2951,46,Female,Sports,23.98,5,119.9,5,Credit Card,3.8,0
TXN-10360,2025-01-16 10:00:00,CUST-1086,70,Male,Sports,63.59,1,63.59,0,UPI/NetBanking,3.2,1
TXN-10361,2025-01-16 11:00:00,CUST-7564,51,Male,Sports,20.03,2,40.06,10,UPI/NetBanking,3.5,0
TXN-10362,2025-01-16 12:00:00,CUST-1550,50,Female,Electronics,30.79,1,30.79,5,PayPal,3.1,0
TXN-10363,2025-01-16 13:00:00,CUST-5520,40,Female,Fashion,34.0,1,34.0,15,Credit Card,3.9,1
TXN-10364,2025-01-16 14:00:00,CUST-6703,70,Male,Home & Kitchen,33.39,4,133.56,10,Credit Card,5.0,0
TXN-10365,2025-01-16 15:00:00,CUST-2185,39,Female,Beauty,281.88,5,1409.4,15,UPI/NetBanking,5.0,1
TXN-10366,2025-01-16 16:00:00,CUST-6565,47,Female,Beauty,183.36,4,733.44,0,Credit Card,4.0,1
TXN-10367,2025-01-16 17:00:00,CUST-4767,44,Female,Fashion,15.83,3,47.49,0,Credit Card,4.3,1
TXN-10368,2025-01-16 18:00:00,CUST-8807,31,Female,Electronics,264.87,2,529.74,5,Credit Card,3.9,1
TXN-10369,2025-01-16 19:00:00,CUST-4387,33,Female,Fashion,143.29,1,143.29,20,PayPal,3.3,1
TXN-10370,2025-01-16 20:00:00,CUST-1692,41,Female,Fashion,374.05,5,1870.25,20,UPI/NetBanking,3.4,1
TXN-10371,2025-01-16 21:00:00,CUST-5591,66,Female,Electronics,151.49,4,605.96,20,Credit Card,5.0,1
TXN-10372,2025-01-16 22:00:00,CUST-2972,47,Male,Electronics,110.3,4,441.2,10,Credit Card,3.3,0
TXN-10373,2025-01-16 23:00:00,CUST-9987,35,Male,Home & Kitchen,53.72,4,214.88,5,UPI/NetBanking,3.7,1
TXN-10374,2025-01-17 00:00:00,CUST-3148,61,Male,Electronics,41.74,2,83.48,10,Debit Card,4.7,1
TXN-10375,2025-01-17 01:00:00,CUST-3450,18,Male,Fashion,475.49,5,2377.45,10,Credit Card,4.2,0
TXN-10376,2025-01-17 02:00:00,CUST-2621,21,Male,Electronics,170.22,1,170.22,5,Credit Card,5.0,1
TXN-10377,2025-01-17 03:00:00,CUST-5222,44,Male,Beauty,295.5,2,591.0,10,UPI/NetBanking,4.8,0
TXN-10378,2025-01-17 04:00:00,CUST-9363,65,Male,Electronics,95.84,4,383.36,10,Credit Card,4.1,1
TXN-10379,2025-01-17 05:00:00,CUST-6527,57,Female,Beauty,21.29,2,42.58,5,Credit Card,4.0,0
TXN-10380,2025-01-17 06:00:00,CUST-8289,41,Female,Fashion,65.86,2,131.72,0,Credit Card,3.3,1
TXN-10381,2025-01-17 07:00:00,CUST-2311,43,Male,Electronics,194.3,5,971.5,0,PayPal,4.5,1
TXN-10382,2025-01-17 08:00:00,CUST-2381,42,Male,Electronics,43.42,2,86.84,0,Debit Card,,1
TXN-10383,2025-01-17 09:00:00,CUST-6328,47,Non-Binary,Fashion,42.03,4,168.12,0,COD,4.2,1
TXN-10384,2025-01-17 10:00:00,CUST-8480,58,Female,Fashion,101.79,5,508.95,5,Credit Card,4.5,0
TXN-10385,2025-01-17 11:00:00,CUST-5256,18,Male,Beauty,175.1,3,525.3,0,UPI/NetBanking,3.5,1
TXN-10386,2025-01-17 12:00:00,CUST-8816,67,Male,Electronics,37.35,1,37.35,10,Credit Card,3.7,1
TXN-10387,2025-01-17 13:00:00,CUST-7385,32,Male,Fashion,38.28,5,191.4,15,PayPal,4.4,1
TXN-10388,2025-01-17 14:00:00,CUST-5404,22,Male,Electronics,101.11,5,505.55,5,PayPal,4.0,1
TXN-10389,2025-01-17 15:00:00,CUST-1362,24,Male,Electronics,64.04,1,64.04,0,Credit Card,4.6,0
TXN-10390,2025-01-17 16:00:00,CUST-6104,49,Non-Binary,Fashion,148.23,3,444.69,0,PayPal,4.1,1
TXN-10391,2025-01-17 17:00:00,CUST-3975,34,Female,Beauty,26.06,2,52.12,5,COD,4.9,1
TXN-10392,2025-01-17 18:00:00,CUST-4263,67,Male,Home & Kitchen,34.87,4,139.48,10,Credit Card,4.1,1
TXN-10393,2025-01-17 19:00:00,CUST-9534,48,Female,Electronics,200.72,2,401.44,25,Credit Card,4.1,0
TXN-10394,2025-01-17 20:00:00,CUST-5523,43,Female,Electronics,18.65,4,74.6,10,Credit Card,4.2,1
TXN-10395,2025-01-17 21:00:00,CUST-6544,66,Female,Electronics,102.93,5,514.65,15,Credit Card,5.0,1
TXN-10396,2025-01-17 22:00:00,CUST-6690,46,Female,Electronics,55.33,2,110.66,0,Credit Card,3.4,1
TXN-10397,2025-01-17 23:00:00,CUST-4057,38,Female,Electronics,166.29,5,831.45,0,UPI/NetBanking,3.9,1
TXN-10398,2025-01-18 00:00:00,CUST-9873,18,Female,Fashion,127.45,1,127.45,10,UPI/NetBanking,4.1,1
TXN-10399,2025-01-18 01:00:00,CUST-7348,61,Female,Home & Kitchen,95.7,3,287.1,5,Credit Card,4.4,1
TXN-10400,2025-01-18 02:00:00,CUST-1717,26,Male,Electronics,24.62,2,49.24,0,UPI/NetBanking,3.7,1
TXN-10401,2025-01-18 03:00:00,CUST-5193,32,Female,Electronics,241.29,2,482.58,10,COD,3.5,1
TXN-10402,2025-01-18 04:00:00,CUST-1994,65,Female,Fashion,54.15,1,54.15,15,Credit Card,4.7,1
TXN-10403,2025-01-18 05:00:00,CUST-9511,64,Male,Fashion,33.24,2,66.48,10,COD,4.5,1
TXN-10404,2025-01-18 06:00:00,CUST-2728,54,Male,Fashion,108.02,1,108.02,0,Credit Card,4.0,1
TXN-10405,2025-01-18 07:00:00,CUST-8258,38,Female,Sports,173.39,4,693.56,15,UPI/NetBanking,4.6,1
TXN-10406,2025-01-18 08:00:00,CUST-9939,67,Female,Home & Kitchen,52.94,4,211.76,5,UPI/NetBanking,5.0,1
TXN-10407,2025-01-18 09:00:00,CUST-5945,,Non-Binary,Electronics,47.15,3,141.45,20,UPI/NetBanking,4.1,1
TXN-10408,2025-01-18 10:00:00,CUST-2544,40,Male,Electronics,202.33,2,404.66,0,Debit Card,2.9,1
TXN-10409,2025-01-18 11:00:00,CUST-6319,29,Female,Beauty,118.15,1,118.15,10,Credit Card,5.0,1
TXN-10410,2025-01-18 12:00:00,CUST-2285,67,Male,Beauty,63.42,1,63.42,20,Credit Card,4.1,1
TXN-10411,2025-01-18 13:00:00,CUST-7266,51,Male,Fashion,28.77,5,143.85,10,Credit Card,4.1,1
TXN-10412,2025-01-18 14:00:00,CUST-8300,54,Female,Electronics,44.09,4,176.36,0,Credit Card,4.2,0
TXN-10413,2025-01-18 15:00:00,CUST-7529,67,Female,Beauty,70.73,2,141.46,5,PayPal,3.3,1
TXN-10414,2025-01-18 16:00:00,CUST-9589,22,Male,Fashion,113.12,5,565.6,0,PayPal,3.8,1
TXN-10415,2025-01-18 17:00:00,CUST-1396,28,Non-Binary,Home & Kitchen,407.8,4,1631.2,10,UPI/NetBanking,4.7,0
TXN-10416,2025-01-18 18:00:00,CUST-7124,64,Female,Electronics,19.77,5,98.85,20,Debit Card,5.0,0
TXN-10417,2025-01-18 19:00:00,CUST-8373,39,Male,Fashion,34.37,5,171.85,15,UPI/NetBanking,4.3,1
TXN-10418,2025-01-18 20:00:00,CUST-1301,60,Female,Electronics,20.27,2,40.54,15,UPI/NetBanking,4.1,0
TXN-10419,2025-01-18 21:00:00,CUST-5445,60,Male,Electronics,44.41,4,177.64,0,UPI/NetBanking,4.1,0
TXN-10420,2025-01-18 22:00:00,CUST-6168,56,Female,Electronics,74.03,4,296.12,10,PayPal,4.7,1
TXN-10421,2025-01-18 23:00:00,CUST-3572,,Female,Fashion,45.6,5,228.0,0,Credit Card,3.9,0
TXN-10422,2025-01-19 00:00:00,CUST-1482,35,Male,Fashion,57.41,2,114.82,0,UPI/NetBanking,3.5,0
TXN-10423,2025-01-19 01:00:00,CUST-4938,45,Non-Binary,Sports,48.95,5,244.75,0,PayPal,3.6,1
TXN-10424,2025-01-19 02:00:00,CUST-4314,37,Female,Beauty,219.26,4,877.04,25,COD,5.0,0
TXN-10425,2025-01-19 03:00:00,CUST-9732,25,Male,Beauty,28.37,1,28.37,15,Debit Card,3.6,1
TXN-10426,2025-01-19 04:00:00,CUST-8258,70,Female,Sports,42.19,2,84.38,0,Credit Card,3.8,1
TXN-10427,2025-01-19 05:00:00,CUST-4783,32,Female,Fashion,114.04,4,456.16,0,Debit Card,3.8,1
TXN-10428,2025-01-19 06:00:00,CUST-4014,49,Male,Electronics,36.81,4,147.24,15,Credit Card,3.2,1
TXN-10429,2025-01-19 07:00:00,CUST-4351,46,Female,Fashion,48.4,4,193.6,20,UPI/NetBanking,4.8,1
TXN-10430,2025-01-19 08:00:00,CUST-7232,43,Female,Home & Kitchen,91.58,5,457.9,10,PayPal,4.8,1
TXN-10431,2025-01-19 09:00:00,CUST-5025,43,Non-Binary,Electronics,56.65,1,56.65,0,UPI/NetBanking,4.7,1
TXN-10432,2025-01-19 10:00:00,CUST-5684,45,Male,Sports,114.54,2,229.08,5,UPI/NetBanking,3.8,1
TXN-10433,2025-01-19 11:00:00,CUST-9952,44,Male,Electronics,66.39,2,132.78,20,Credit Card,4.2,1
TXN-10434,2025-01-19 12:00:00,CUST-3686,25,Male,Home & Kitchen,100.45,1,100.45,10,UPI/NetBanking,2.5,0
TXN-10435,2025-01-19 13:00:00,CUST-7235,28,Female,Home & Kitchen,106.58,2,213.16,0,Credit Card,4.1,0
TXN-10436,2025-01-19 14:00:00,CUST-6047,67,Non-Binary,Electronics,31.94,2,63.88,25,Credit Card,5.0,1
TXN-10437,2025-01-19 15:00:00,CUST-1094,49,Male,Home & Kitchen,69.89,4,279.56,5,UPI/NetBanking,,1
TXN-10438,2025-01-19 16:00:00,CUST-5556,53,Female,Electronics,32.37,1,32.37,10,Credit Card,4.3,1
TXN-10439,2025-01-19 17:00:00,CUST-5889,23,Male,Fashion,31.69,3,95.07,10,PayPal,4.3,1
TXN-10440,2025-01-19 18:00:00,CUST-6901,23,Female,Fashion,208.65,1,208.65,15,Debit Card,3.8,1
TXN-10441,2025-01-19 19:00:00,CUST-2999,35,Male,Fashion,35.02,2,70.04,10,Credit Card,2.8,1
