Campaign_ID,Channel,Variant,Impressions,Clicks,CTR_Pct,Conversions,Conversion_Rate_Pct,Ad_Spend_USD,Revenue_Generated_USD,ROAS
CMP-50259,Meta Ads,Variant C (Video Ad),130353,2659,2.04,272,10.23,6258.25,45598.08,7.29
CMP-50260,SEO Organic,Variant C (Video Ad),124733,8319,6.67,610,7.34,3458.88,101351.5,29.3
CMP-50261,Meta Ads,Variant B (New Copy),207893,11018,5.3,782,7.1,4782.7,164650.1,34.43
CMP-50262,Google Ads,Variant C (Video Ad),55190,2422,4.39,214,8.87,5599.17,45372.28,8.1
CMP-50263,LinkedIn,Variant B (New Copy),193619,11617,6.0,1054,9.08,7664.09,150195.0,19.6
CMP-50264,LinkedIn,Variant A (Control),50274,1870,3.72,76,4.1,5630.17,12185.08,2.16
CMP-50265,SEO Organic,Variant C (Video Ad),248077,6822,2.75,779,11.42,1137.7,154390.01,135.7
CMP-50266,LinkedIn,Variant B (New Copy),167146,2523,1.51,157,6.26,2812.28,16577.63,5.89
CMP-50267,Email Marketing,Variant C (Video Ad),168752,3594,2.13,409,11.39,437.79,72761.1,166.2
CMP-50268,Google Ads,Variant C (Video Ad),211922,12037,5.68,404,3.36,5562.63,28542.6,5.13
CMP-50269,Google Ads,Variant A (Control),188764,8985,4.76,740,8.24,4429.77,87852.8,19.83
CMP-50270,Email Marketing,Variant C (Video Ad),217688,9338,4.29,800,8.57,3548.89,124416.0,35.06
CMP-50271,Meta Ads,Variant A (Control),169807,3447,2.03,134,3.9,1609.31,9026.24,5.61
CMP-50272,SEO Organic,Variant A (Control),114522,5371,4.69,222,4.15,7625.39,41831.46,5.49
CMP-50273,Meta Ads,Variant A (Control),197929,12311,6.22,540,4.39,4110.62,45608.4,11.1
CMP-50274,LinkedIn,Variant A (Control),80234,1283,1.6,129,10.08,3317.94,7111.77,2.14
CMP-50275,Meta Ads,Variant C (Video Ad),147636,9492,6.43,855,9.01,2258.04,119759.85,53.04
CMP-50276,SEO Organic,Variant B (New Copy),152067,9808,6.45,459,4.69,5462.52,37895.04,6.94
CMP-50277,Meta Ads,Variant A (Control),56256,2255,4.01,217,9.64,3572.29,42338.87,11.85
CMP-50278,Email Marketing,Variant A (Control),167736,7497,4.47,500,6.67,649.56,84380.0,129.9
CMP-50279,SEO Organic,Variant B (New Copy),61591,1244,2.02,180,14.52,1154.14,28360.8,24.57
CMP-50280,Email Marketing,Variant C (Video Ad),93363,4864,5.21,445,9.15,1675.01,80700.75,48.18
CMP-50281,LinkedIn,Variant C (Video Ad),103633,6031,5.82,283,4.7,1310.45,36410.78,27.78
CMP-50282,Google Ads,Variant B (New Copy),145247,9136,6.29,1329,14.55,5205.0,290266.89,55.77
CMP-50283,LinkedIn,Variant B (New Copy),53332,3354,6.29,373,11.13,5022.53,72940.15,14.52
CMP-50284,Meta Ads,Variant A (Control),67246,2656,3.95,196,7.41,6504.88,31038.56,4.77
CMP-50285,SEO Organic,Variant A (Control),215334,14384,6.68,1556,10.82,6818.9,109526.84,16.06
CMP-50286,Google Ads,Variant A (Control),114898,5618,4.89,602,10.72,6320.08,53060.28,8.4
CMP-50287,Email Marketing,Variant B (New Copy),73744,4830,6.55,594,12.3,3240.12,105779.52,32.65
CMP-50288,SEO Organic,Variant B (New Copy),162452,6676,4.11,960,14.38,7653.27,165369.6,21.61
CMP-50289,LinkedIn,Variant B (New Copy),230328,5781,2.51,320,5.55,7967.81,42486.4,5.33
CMP-50290,Email Marketing,Variant C (Video Ad),19771,440,2.23,33,7.61,7462.92,5805.69,0.78
CMP-50291,LinkedIn,Variant C (Video Ad),24684,747,3.03,61,8.24,2528.73,11621.72,4.6
CMP-50292,Email Marketing,Variant A (Control),170411,3663,2.15,434,11.86,7123.39,28626.64,4.02
CMP-50293,Google Ads,Variant B (New Copy),168754,7998,4.74,362,4.53,4465.41,71994.56,16.12
CMP-50294,SEO Organic,Variant B (New Copy),51490,1081,2.1,120,11.12,6108.65,12282.0,2.01
CMP-50295,Google Ads,Variant B (New Copy),197860,5085,2.57,776,15.28,1464.45,45628.8,31.16
CMP-50296,Google Ads,Variant A (Control),39449,1459,3.7,126,8.7,2863.67,14301.0,4.99
CMP-50297,Email Marketing,Variant B (New Copy),135807,3517,2.59,139,3.97,7152.37,17281.87,2.42
CMP-50298,LinkedIn,Variant B (New Copy),78268,3968,5.07,510,12.86,6384.47,73256.4,11.47
CMP-50299,Google Ads,Variant C (Video Ad),138700,9043,6.52,846,9.36,4059.15,110859.84,27.31
CMP-50300,SEO Organic,Variant A (Control),71614,930,1.3,34,3.74,2505.02,5999.98,2.4
CMP-50301,Meta Ads,Variant A (Control),186818,9322,4.99,188,2.02,7382.82,26885.88,3.64
CMP-50302,Meta Ads,Variant B (New Copy),41630,2593,6.23,228,8.8,7796.73,41356.92,5.3
CMP-50303,LinkedIn,Variant C (Video Ad),14784,999,6.76,40,4.06,5115.46,2183.6,0.43
CMP-50304,Meta Ads,Variant C (Video Ad),234407,15095,6.44,603,4.0,3142.66,48849.03,15.54
CMP-50305,Meta Ads,Variant B (New Copy),202848,4929,2.43,220,4.48,5776.3,24112.0,4.17
CMP-50306,Google Ads,Variant B (New Copy),154396,9634,6.24,1033,10.73,7801.85,178925.93,22.93
CMP-50307,Google Ads,Variant C (Video Ad),151850,6058,3.99,353,5.83,6827.74,50856.71,7.45
CMP-50308,Meta Ads,Variant A (Control),191980,4204,2.19,341,8.12,7035.64,44046.97,6.26
CMP-50309,Google Ads,Variant C (Video Ad),164779,3295,2.0,246,7.48,7095.61,41229.6,5.81
CMP-50310,SEO Organic,Variant C (Video Ad),113836,2709,2.38,218,8.07,5143.87,25815.56,5.02
CMP-50311,Google Ads,Variant B (New Copy),122425,7161,5.85,706,9.87,7311.98,143925.16,19.68
CMP-50312,Meta Ads,Variant C (Video Ad),26668,1592,5.97,128,8.08,7332.49,22662.4,3.09
CMP-50313,SEO Organic,Variant B (New Copy),135744,1927,1.42,212,11.02,5678.59,44746.84,7.88
CMP-50314,Email Marketing,Variant B (New Copy),81451,4740,5.82,483,10.2,1224.0,51410.52,42.0
CMP-50315,Google Ads,Variant A (Control),99928,2668,2.67,100,3.75,6292.14,7568.0,1.2
CMP-50316,LinkedIn,Variant B (New Copy),69914,894,1.28,34,3.85,4181.59,1806.42,0.43
CMP-50317,Email Marketing,Variant A (Control),98463,3958,4.02,151,3.84,2026.75,10261.96,5.06
CMP-50318,Email Marketing,Variant A (Control),137086,6950,5.07,745,10.73,1518.38,123126.15,81.09
CMP-50319,Meta Ads,Variant B (New Copy),214099,14066,6.57,2145,15.25,7158.27,151780.2,21.2
CMP-50320,Google Ads,Variant A (Control),193779,5212,2.69,261,5.02,5907.42,29271.15,4.95
CMP-50321,Meta Ads,Variant C (Video Ad),51598,1826,3.54,120,6.61,3113.52,17637.6,5.66
CMP-50322,Meta Ads,Variant B (New Copy),125540,4783,3.81,529,11.08,4218.75,49271.06,11.68
CMP-50323,Google Ads,Variant B (New Copy),59464,3050,5.13,196,6.45,3334.36,33884.48,10.16
CMP-50324,Email Marketing,Variant B (New Copy),245037,13354,5.45,440,3.3,3233.59,61243.6,18.94
CMP-50325,LinkedIn,Variant C (Video Ad),179537,7522,4.19,494,6.58,5117.96,65795.86,12.86
CMP-50326,Google Ads,Variant B (New Copy),192199,5439,2.83,833,15.32,6372.5,127024.17,19.93
CMP-50327,SEO Organic,Variant A (Control),210089,8382,3.99,828,9.89,3299.84,40075.2,12.14
CMP-50328,Meta Ads,Variant C (Video Ad),10530,665,6.32,82,12.39,7306.64,4915.08,0.67
CMP-50329,Google Ads,Variant A (Control),18377,716,3.9,67,9.38,4461.29,14419.74,3.23
CMP-50330,Google Ads,Variant C (Video Ad),228043,15256,6.69,1478,9.69,1865.88,231883.42,124.28
CMP-50331,Google Ads,Variant C (Video Ad),151556,5925,3.91,581,9.82,1899.88,44795.1,23.58
CMP-50332,LinkedIn,Variant A (Control),202185,8269,4.09,707,8.56,2077.8,115212.72,55.45
CMP-50333,Meta Ads,Variant B (New Copy),239157,6337,2.65,400,6.32,3142.48,64188.0,20.43
CMP-50334,LinkedIn,Variant C (Video Ad),84342,4638,5.5,537,11.58,7593.44,65863.05,8.67
CMP-50335,Email Marketing,Variant C (Video Ad),167208,9831,5.88,496,5.05,6437.38,93188.48,14.48
CMP-50336,Email Marketing,Variant A (Control),129433,3818,2.95,239,6.28,3317.91,26961.59,8.13
CMP-50337,SEO Organic,Variant C (Video Ad),205479,5465,2.66,607,11.11,5543.97,67249.53,12.13
CMP-50338,Meta Ads,Variant B (New Copy),122478,5646,4.61,535,9.48,1572.81,66452.35,42.25
CMP-50339,Google Ads,Variant C (Video Ad),44317,1320,2.98,126,9.57,6897.29,24184.44,3.51
CMP-50340,Meta Ads,Variant A (Control),152765,6049,3.96,667,11.03,4101.87,33410.03,8.15
CMP-50341,Google Ads,Variant A (Control),141151,9457,6.7,364,3.85,934.93,26659.36,28.51
CMP-50342,Email Marketing,Variant A (Control),92855,5264,5.67,637,12.12,6366.07,41111.98,6.46
CMP-50343,Email Marketing,Variant B (New Copy),29651,412,1.39,62,15.1,3293.56,4639.46,1.41
CMP-50344,LinkedIn,Variant C (Video Ad),36782,1691,4.6,67,4.02,3528.54,12359.49,3.5
CMP-50345,SEO Organic,Variant B (New Copy),86181,2145,2.49,243,11.33,6441.09,18742.59,2.91
CMP-50346,SEO Organic,Variant B (New Copy),17356,911,5.25,34,3.8,1591.89,6800.34,4.27
CMP-50347,Meta Ads,Variant A (Control),21306,573,2.69,22,3.96,4631.35,1257.74,0.27
CMP-50348,Meta Ads,Variant C (Video Ad),209732,10151,4.84,366,3.61,4007.34,56041.92,13.98
CMP-50349,Email Marketing,Variant B (New Copy),248995,14118,5.67,1216,8.62,1887.96,95735.68,50.71
CMP-50350,Google Ads,Variant B (New Copy),54430,2471,4.54,148,6.0,5035.75,12255.88,2.43
CMP-50351,Email Marketing,Variant B (New Copy),31068,742,2.39,59,7.96,7157.05,8179.17,1.14
CMP-50352,LinkedIn,Variant C (Video Ad),39447,1143,2.9,101,8.86,5790.0,17558.85,3.03
CMP-50353,Email Marketing,Variant C (Video Ad),171140,10285,6.01,1253,12.19,4585.92,234686.9,51.18
CMP-50354,Google Ads,Variant C (Video Ad),50203,612,1.22,58,9.58,2392.98,8918.66,3.73
CMP-50355,Email Marketing,Variant B (New Copy),75467,4241,5.62,293,6.91,7280.85,26639.56,3.66
CMP-50356,LinkedIn,Variant B (New Copy),151444,4270,2.82,489,11.47,5180.45,100166.76,19.34
CMP-50357,Meta Ads,Variant C (Video Ad),76107,1149,1.51,129,11.23,661.97,16229.49,24.52
CMP-50358,Meta Ads,Variant C (Video Ad),128696,6640,5.16,812,12.23,5052.41,59925.6,11.86
CMP-50359,LinkedIn,Variant B (New Copy),215886,11398,5.28,1342,11.78,664.32,273929.04,412.35
CMP-50360,LinkedIn,Variant C (Video Ad),75141,4666,6.21,490,10.52,5398.09,98034.3,18.16
CMP-50361,Meta Ads,Variant B (New Copy),54234,1784,3.29,250,14.05,5516.36,36192.5,6.56
CMP-50362,LinkedIn,Variant B (New Copy),173891,2208,1.27,252,11.44,3787.58,25328.52,6.69
CMP-50363,Meta Ads,Variant B (New Copy),75893,4234,5.58,366,8.66,3690.37,31695.6,8.59
CMP-50364,Email Marketing,Variant B (New Copy),184841,7245,3.92,362,5.01,384.2,44406.54,115.58
CMP-50365,Google Ads,Variant B (New Copy),62838,2664,4.24,206,7.76,1693.84,36480.54,21.54
CMP-50366,SEO Organic,Variant B (New Copy),13413,618,4.61,62,10.09,6896.56,3207.26,0.47
CMP-50367,Meta Ads,Variant B (New Copy),198810,3896,1.96,412,10.6,5874.72,54557.04,9.29
CMP-50368,LinkedIn,Variant C (Video Ad),13936,337,2.42,9,2.72,5185.02,1617.03,0.31
CMP-50369,LinkedIn,Variant B (New Copy),16652,832,5.0,40,4.89,914.75,8407.6,9.19
CMP-50370,LinkedIn,Variant B (New Copy),97260,1274,1.31,170,13.38,6055.42,16003.8,2.64
CMP-50371,LinkedIn,Variant A (Control),177563,4829,2.72,187,3.89,1276.22,15743.53,12.34
CMP-50372,LinkedIn,Variant C (Video Ad),115262,1602,1.39,54,3.4,6748.02,4642.38,0.69
CMP-50373,LinkedIn,Variant A (Control),31497,1546,4.91,156,10.12,7061.73,34100.04,4.83
CMP-50374,Email Marketing,Variant A (Control),118927,5565,4.68,652,11.72,5961.56,69288.04,11.62
CMP-50375,LinkedIn,Variant B (New Copy),18721,722,3.86,80,11.18,6413.7,7280.0,1.14
CMP-50376,LinkedIn,Variant C (Video Ad),192977,3454,1.79,204,5.93,1774.25,24800.28,13.98
CMP-50377,Email Marketing,Variant A (Control),240705,15934,6.62,1223,7.68,6644.22,124941.68,18.8
CMP-50378,Meta Ads,Variant C (Video Ad),30028,1630,5.43,75,4.63,5552.72,16152.0,2.91
CMP-50379,Google Ads,Variant A (Control),120581,3713,3.08,279,7.54,5778.28,42115.05,7.29
CMP-50380,LinkedIn,Variant B (New Copy),142549,8210,5.76,414,5.05,3940.13,62178.66,15.78
CMP-50381,Email Marketing,Variant C (Video Ad),144080,8500,5.9,549,6.47,3528.23,85704.39,24.29
CMP-50382,SEO Organic,Variant B (New Copy),96515,1582,1.64,158,10.04,7673.86,31893.88,4.16
CMP-50383,SEO Organic,Variant B (New Copy),84929,4085,4.81,480,11.76,1794.88,36777.6,20.49
CMP-50384,Email Marketing,Variant C (Video Ad),128643,8709,6.77,873,10.03,2558.97,109771.02,42.9
CMP-50385,Email Marketing,Variant C (Video Ad),131149,1744,1.33,42,2.42,6228.21,7732.2,1.24
CMP-50386,LinkedIn,Variant C (Video Ad),199170,8046,4.04,321,4.0,4460.27,35412.72,7.94
CMP-50387,Email Marketing,Variant B (New Copy),207338,13456,6.49,745,5.54,1583.07,94331.9,59.59
CMP-50388,LinkedIn,Variant B (New Copy),31574,2102,6.66,72,3.43,6647.52,8604.72,1.29
CMP-50389,Meta Ads,Variant B (New Copy),128998,1922,1.49,69,3.61,5246.77,12966.48,2.47
CMP-50390,Email Marketing,Variant A (Control),112168,3869,3.45,384,9.94,4646.57,22740.48,4.89
CMP-50391,Google Ads,Variant B (New Copy),42973,1598,3.72,209,13.1,1450.96,11054.01,7.62
CMP-50392,LinkedIn,Variant B (New Copy),114345,2892,2.53,111,3.84,5836.69,19955.58,3.42
CMP-50393,Email Marketing,Variant A (Control),114785,7644,6.66,475,6.22,2679.81,86136.5,32.14
CMP-50394,Meta Ads,Variant A (Control),137101,4209,3.07,391,9.29,4448.2,52851.47,11.88
CMP-50395,Meta Ads,Variant C (Video Ad),220249,5418,2.46,480,8.87,2328.34,42513.6,18.26
CMP-50396,Meta Ads,Variant B (New Copy),233068,6525,2.8,441,6.76,4750.32,32545.8,6.85
CMP-50397,Meta Ads,Variant C (Video Ad),12093,782,6.47,81,10.47,3608.2,8207.73,2.27
CMP-50398,LinkedIn,Variant B (New Copy),170050,6308,3.71,735,11.66,975.03,106053.15,108.77
CMP-50399,Google Ads,Variant A (Control),231314,9738,4.21,279,2.87,602.23,22573.89,37.48
CMP-50400,Meta Ads,Variant C (Video Ad),119611,4114,3.44,449,10.92,3892.01,21233.21,5.46
CMP-50401,SEO Organic,Variant B (New Copy),218707,5773,2.64,670,11.61,7375.69,98195.2,13.31
CMP-50402,Google Ads,Variant B (New Copy),47655,3116,6.54,362,11.62,6291.82,38191.0,6.07
CMP-50403,Meta Ads,Variant C (Video Ad),169623,9278,5.47,1095,11.81,1545.91,61243.35,39.62
CMP-50404,Google Ads,Variant A (Control),44894,2581,5.75,207,8.03,3083.96,16607.61,5.39
CMP-50405,Meta Ads,Variant B (New Copy),95903,6454,6.73,991,15.37,1503.3,128037.2,85.17
CMP-50406,SEO Organic,Variant B (New Copy),236572,8067,3.41,619,7.68,1195.12,45966.94,38.46
CMP-50407,Meta Ads,Variant C (Video Ad),207216,11604,5.6,490,4.23,491.58,92379.7,187.92
CMP-50408,Google Ads,Variant B (New Copy),241396,12118,5.02,487,4.02,3849.44,100141.81,26.01
CMP-50409,LinkedIn,Variant B (New Copy),113872,1491,1.31,80,5.4,7927.64,16342.4,2.06
CMP-50410,LinkedIn,Variant C (Video Ad),40692,1599,3.93,86,5.4,3809.42,15293.38,4.01
CMP-50411,Meta Ads,Variant A (Control),44610,2935,6.58,127,4.34,6897.31,24690.07,3.58
CMP-50412,Meta Ads,Variant B (New Copy),166905,6659,3.99,317,4.77,6745.1,30172.06,4.47
CMP-50413,Google Ads,Variant C (Video Ad),68007,2536,3.73,78,3.1,1119.63,7334.34,6.55
CMP-50414,Email Marketing,Variant C (Video Ad),110794,4609,4.16,371,8.07,1739.98,78470.21,45.1
CMP-50415,SEO Organic,Variant C (Video Ad),128983,6410,4.97,719,11.22,7640.34,48798.53,6.39
CMP-50416,SEO Organic,Variant B (New Copy),18424,385,2.09,36,9.4,5657.56,7534.8,1.33
CMP-50417,Email Marketing,Variant A (Control),242550,7810,3.22,912,11.68,5347.52,197976.96,37.02
CMP-50418,Google Ads,Variant A (Control),27402,1337,4.88,120,9.04,4663.83,7100.4,1.52
CMP-50419,SEO Organic,Variant C (Video Ad),164588,5184,3.15,278,5.38,7114.97,28898.1,4.06
CMP-50420,LinkedIn,Variant A (Control),11979,200,1.67,16,8.01,3108.94,2313.92,0.74
CMP-50421,Email Marketing,Variant A (Control),98273,5532,5.63,472,8.55,2532.76,42399.76,16.74
CMP-50422,SEO Organic,Variant C (Video Ad),36275,961,2.65,34,3.55,7459.28,1556.86,0.21
CMP-50423,Google Ads,Variant C (Video Ad),209543,4924,2.35,380,7.73,3967.74,59101.4,14.9
CMP-50424,Google Ads,Variant A (Control),229500,12347,5.38,803,6.51,6826.97,168573.79,24.69
CMP-50425,Google Ads,Variant A (Control),36036,2057,5.71,42,2.06,2504.52,5868.66,2.34
CMP-50426,SEO Organic,Variant B (New Copy),102713,2064,2.01,62,3.03,765.6,5875.74,7.67
CMP-50427,Email Marketing,Variant B (New Copy),88533,1930,2.18,219,11.39,2849.85,26466.15,9.29
CMP-50428,SEO Organic,Variant B (New Copy),223059,4461,2.0,208,4.67,724.71,36526.88,50.4
CMP-50429,LinkedIn,Variant B (New Copy),84242,4818,5.72,411,8.54,436.19,87789.6,201.26
CMP-50430,Email Marketing,Variant B (New Copy),66311,3023,4.56,132,4.38,1967.09,25978.92,13.21
CMP-50431,Email Marketing,Variant C (Video Ad),229006,3160,1.38,391,12.39,6715.69,34783.36,5.18
CMP-50432,SEO Organic,Variant C (Video Ad),139098,2768,1.99,125,4.52,6142.3,26695.0,4.35
CMP-50433,Meta Ads,Variant C (Video Ad),175861,11026,6.27,992,9.0,5379.85,102582.72,19.07
CMP-50434,Email Marketing,Variant B (New Copy),176639,3497,1.98,226,6.49,4020.06,11745.22,2.92
CMP-50435,SEO Organic,Variant A (Control),192893,2391,1.24,286,11.97,3308.67,36001.68,10.88
CMP-50436,Meta Ads,Variant A (Control),104881,3272,3.12,252,7.73,3842.36,43522.92,11.33
CMP-50437,Meta Ads,Variant C (Video Ad),71401,1478,2.07,156,10.6,6171.99,11423.88,1.85
CMP-50438,Meta Ads,Variant B (New Copy),25304,905,3.58,115,12.79,2641.41,9419.65,3.57
CMP-50439,Meta Ads,Variant C (Video Ad),188297,10055,5.34,1146,11.4,2085.54,52143.0,25.0
CMP-50440,LinkedIn,Variant B (New Copy),77269,2758,3.57,200,7.27,6296.37,10046.0,1.6
CMP-50441,SEO Organic,Variant A (Control),218129,9968,4.57,541,5.43,2572.58,109141.34,42.42
CMP-50442,SEO Organic,Variant B (New Copy),192224,4094,2.13,216,5.28,4111.45,41653.44,10.13
CMP-50443,Google Ads,Variant C (Video Ad),15141,416,2.75,20,4.84,1977.18,2172.4,1.1
CMP-50444,Google Ads,Variant C (Video Ad),151401,2271,1.5,183,8.1,7191.36,15966.75,2.22
CMP-50445,LinkedIn,Variant A (Control),183961,8186,4.45,514,6.29,451.95,88711.26,196.29
CMP-50446,Email Marketing,Variant B (New Copy),142074,4020,2.83,378,9.41,3176.24,51502.5,16.21
CMP-50447,LinkedIn,Variant A (Control),52666,1669,3.17,182,10.92,3686.8,24833.9,6.74
CMP-50448,Email Marketing,Variant B (New Copy),106000,5384,5.08,728,13.54,7122.99,72472.4,10.17
CMP-50449,Meta Ads,Variant C (Video Ad),55981,2222,3.97,123,5.58,965.52,10058.94,10.42
CMP-50450,LinkedIn,Variant A (Control),195594,6806,3.48,451,6.63,4995.36,31155.08,6.24
CMP-50451,Meta Ads,Variant A (Control),33638,1204,3.58,31,2.61,7699.04,3322.58,0.43
CMP-50452,Meta Ads,Variant C (Video Ad),217625,3851,1.77,187,4.88,4515.81,10892.75,2.41
CMP-50453,LinkedIn,Variant A (Control),205747,2715,1.32,315,11.61,2012.51,31711.05,15.76
CMP-50454,Email Marketing,Variant B (New Copy),173268,4210,2.43,202,4.82,690.57,29932.36,43.34
CMP-50455,SEO Organic,Variant B (New Copy),196436,12984,6.61,963,7.42,6108.92,210964.41,34.53
CMP-50456,Email Marketing,Variant B (New Copy),177590,5629,3.17,301,5.36,3895.59,46820.55,12.02
CMP-50457,Email Marketing,Variant B (New Copy),180440,6531,3.62,216,3.32,6259.68,45792.0,7.32
CMP-50458,LinkedIn,Variant C (Video Ad),103333,4184,4.05,283,6.77,6489.71,61827.01,9.53
CMP-50459,LinkedIn,Variant C (Video Ad),218393,7359,3.37,894,12.16,5089.56,194748.96,38.26
CMP-50460,LinkedIn,Variant C (Video Ad),176927,10845,6.13,865,7.98,1987.01,43241.35,21.76
CMP-50461,Meta Ads,Variant C (Video Ad),138875,7527,5.42,882,11.73,7995.88,183376.62,22.93
CMP-50462,LinkedIn,Variant C (Video Ad),212822,10619,4.99,1189,11.2,2702.12,233317.47,86.35
CMP-50463,SEO Organic,Variant C (Video Ad),233931,12117,5.18,762,6.29,3899.46,49552.86,12.71
CMP-50464,Google Ads,Variant B (New Copy),92114,1225,1.33,94,7.7,1063.41,16017.6,15.06
CMP-50465,LinkedIn,Variant B (New Copy),220563,3837,1.74,344,8.98,2602.4,51307.6,19.72
CMP-50466,SEO Organic,Variant A (Control),157430,6486,4.12,671,10.35,4964.53,74950.7,15.1
CMP-50467,Google Ads,Variant A (Control),107577,4636,4.31,388,8.39,793.83,22341.04,28.14
CMP-50468,SEO Organic,Variant B (New Copy),228594,4366,1.91,370,8.49,360.38,21778.2,60.43
CMP-50469,Meta Ads,Variant B (New Copy),142910,3429,2.4,138,4.03,6139.13,10283.76,1.68
CMP-50470,LinkedIn,Variant A (Control),25797,874,3.39,51,5.93,7048.03,2912.1,0.41
CMP-50471,Google Ads,Variant B (New Copy),173836,9560,5.5,843,8.82,4997.79,88582.44,17.72
CMP-50472,Meta Ads,Variant B (New Copy),210232,4309,2.05,336,7.82,4548.31,22491.84,4.95
CMP-50473,Google Ads,Variant C (Video Ad),224875,13852,6.16,1310,9.46,943.42,227285.0,240.92
CMP-50474,Meta Ads,Variant C (Video Ad),74823,1623,2.17,152,9.42,547.68,28539.52,52.11
CMP-50475,Email Marketing,Variant A (Control),43031,1333,3.1,89,6.74,5100.58,6187.28,1.21
CMP-50476,Meta Ads,Variant A (Control),222790,3119,1.4,383,12.31,6926.61,51333.49,7.41
CMP-50477,SEO Organic,Variant C (Video Ad),26104,788,3.02,74,9.48,7654.65,5976.24,0.78
CMP-50478,Google Ads,Variant B (New Copy),46090,2553,5.54,90,3.53,742.11,14351.4,19.34
CMP-50479,Email Marketing,Variant A (Control),212076,12194,5.75,1255,10.3,4342.64,141313.0,32.54
CMP-50480,Email Marketing,Variant A (Control),180904,2840,1.57,216,7.64,4415.94,41882.4,9.48
CMP-50481,LinkedIn,Variant A (Control),188934,5649,2.99,659,11.68,3084.51,51514.03,16.7
CMP-50482,SEO Organic,Variant A (Control),68286,4541,6.65,161,3.56,2550.74,19733.77,7.74
CMP-50483,SEO Organic,Variant C (Video Ad),140974,3214,2.28,341,10.64,2116.92,54212.18,25.61
CMP-50484,Google Ads,Variant B (New Copy),82954,4214,5.08,353,8.4,6877.48,31586.44,4.59
CMP-50485,Email Marketing,Variant A (Control),180331,7790,4.32,713,9.16,5626.88,110686.12,19.67
CMP-50486,LinkedIn,Variant A (Control),117226,5005,4.27,158,3.16,978.75,31377.22,32.06
CMP-50487,Meta Ads,Variant C (Video Ad),83781,3602,4.3,75,2.09,3907.59,5130.75,1.31
CMP-50488,Google Ads,Variant B (New Copy),210408,8795,4.18,508,5.78,7108.3,82108.04,11.55
CMP-50489,SEO Organic,Variant B (New Copy),96312,4045,4.2,129,3.21,1317.64,15816.69,12.0
CMP-50490,Email Marketing,Variant B (New Copy),189811,2334,1.23,87,3.76,7873.16,10363.44,1.32
CMP-50491,Email Marketing,Variant B (New Copy),43160,1329,3.08,111,8.39,1778.0,19110.87,10.75
CMP-50492,LinkedIn,Variant B (New Copy),246524,6705,2.72,950,14.17,1246.51,176500.5,141.6
CMP-50493,Google Ads,Variant B (New Copy),125357,4939,3.94,538,10.91,803.11,102768.76,127.96
CMP-50494,SEO Organic,Variant A (Control),13900,490,3.53,47,9.6,2573.44,8977.47,3.49
CMP-50495,Email Marketing,Variant A (Control),15083,757,5.02,56,7.45,1586.5,6874.56,4.33
CMP-50496,LinkedIn,Variant B (New Copy),58574,3362,5.74,287,8.54,2134.91,23499.56,11.01
CMP-50497,LinkedIn,Variant C (Video Ad),233669,8785,3.76,1077,12.27,7890.05,127506.03,16.16
CMP-50498,SEO Organic,Variant C (Video Ad),229996,15156,6.59,1338,8.83,7539.96,105594.96,14.0
CMP-50499,Meta Ads,Variant B (New Copy),232483,13832,5.95,1763,12.75,2892.18,136174.12,47.08
CMP-50500,Meta Ads,Variant B (New Copy),126901,3375,2.66,259,7.69,4759.19,20378.12,4.28
CMP-50501,SEO Organic,Variant B (New Copy),139014,8479,6.1,456,5.38,3971.43,21276.96,5.36
CMP-50502,SEO Organic,Variant B (New Copy),240629,12151,5.05,1087,8.95,2879.26,79851.02,27.73
CMP-50503,Google Ads,Variant C (Video Ad),242877,11439,4.71,420,3.68,5871.95,22218.0,3.78
CMP-50504,LinkedIn,Variant A (Control),176171,3593,2.04,321,8.95,2465.46,68684.37,27.86
CMP-50505,Google Ads,Variant A (Control),69269,3463,5.0,267,7.72,5232.54,37855.26,7.23
CMP-50506,LinkedIn,Variant A (Control),104086,6120,5.88,632,10.34,1264.6,63155.76,49.94
CMP-50507,Email Marketing,Variant A (Control),152354,3519,2.31,209,5.96,4656.92,32810.91,7.05
CMP-50508,Meta Ads,Variant B (New Copy),238437,7391,3.1,549,7.43,5095.68,53928.27,10.58
CMP-50509,Google Ads,Variant C (Video Ad),161257,6272,3.89,582,9.29,2772.38,96850.62,34.93
CMP-50510,Meta Ads,Variant C (Video Ad),178630,11110,6.22,564,5.08,2726.99,57037.32,20.92
CMP-50511,Meta Ads,Variant C (Video Ad),112203,4476,3.99,178,3.99,6871.64,26125.06,3.8
CMP-50512,Meta Ads,Variant C (Video Ad),64785,1101,1.7,96,8.8,4345.16,10937.28,2.52
CMP-50513,Email Marketing,Variant B (New Copy),114871,2860,2.49,376,13.18,1722.74,50620.88,29.38
CMP-50514,Google Ads,Variant C (Video Ad),31420,549,1.75,25,4.73,1165.54,3359.0,2.88
CMP-50515,LinkedIn,Variant C (Video Ad),218049,8285,3.8,170,2.06,3043.04,36995.4,12.16
CMP-50516,SEO Organic,Variant A (Control),28522,1819,6.38,214,11.79,2307.04,10813.42,4.69
CMP-50517,Email Marketing,Variant B (New Copy),178558,4838,2.71,434,8.98,3020.92,93748.34,31.03
CMP-50518,Email Marketing,Variant B (New Copy),189378,9071,4.79,998,11.01,2406.02,149201.0,62.01
